,Seq Name,Width
0,lcl|Zmays_AC149829.2_FGT002,255
8214,lcl|Zmays_GRMZM2G123780_T01,202
8215,lcl|Zmays_GRMZM2G123796_T04,1237
8216,lcl|Zmays_GRMZM2G123798_T01,202
8217,lcl|Zmays_GRMZM2G123818_T01,700
8218,lcl|Zmays_GRMZM2G123830_T01,309
8219,lcl|Zmays_GRMZM2G123870_T01,646
8220,lcl|Zmays_GRMZM2G123872_T01,511
8221,lcl|Zmays_GRMZM2G123877_T01,913
8222,lcl|Zmays_GRMZM2G123896_T01,1252
8223,lcl|Zmays_GRMZM2G123900_T04,451
8224,lcl|Zmays_GRMZM2G123923_T01,412
8225,lcl|Zmays_GRMZM2G123932_T01,306
8226,lcl|Zmays_GRMZM2G123976_T02,1451
8227,lcl|Zmays_GRMZM2G123990_T01,327
8228,lcl|Zmays_GRMZM2G124005_T01,258
8229,lcl|Zmays_GRMZM2G124026_T01,796
8230,lcl|Zmays_GRMZM2G124032_T01,451
8231,lcl|Zmays_GRMZM2G124063_T01,2156
8232,lcl|Zmays_GRMZM2G124063_T02,1675
8233,lcl|Zmays_GRMZM2G124119_T01,1244
8234,lcl|Zmays_GRMZM2G124203_T01,252
8235,lcl|Zmays_GRMZM2G124203_T04,666
8236,lcl|Zmays_GRMZM2G124224_T01,375
8237,lcl|Zmays_GRMZM2G124239_T05,1061
8238,lcl|Zmays_GRMZM2G124301_T02,1253
8239,lcl|Zmays_GRMZM2G124312_T01,228
8240,lcl|Zmays_GRMZM2G124317_T10,1098
8241,lcl|Zmays_GRMZM2G124339_T01,761
8242,lcl|Zmays_GRMZM2G124357_T01,423
8243,lcl|Zmays_GRMZM2G124361_T01,454
8244,lcl|Zmays_GRMZM2G124374_T01,1036
8245,lcl|Zmays_GRMZM2G124374_T02,823
8246,lcl|Zmays_GRMZM2G124434_T02,381
8247,lcl|Zmays_GRMZM2G124441_T02,650
8248,lcl|Zmays_GRMZM2G124457_T01,753
8249,lcl|Zmays_GRMZM2G124460_T02,726
8250,lcl|Zmays_GRMZM2G124460_T03,1928
8251,lcl|Zmays_GRMZM2G124509_T02,1005
8252,lcl|Zmays_GRMZM2G124520_T01,1317
8253,lcl|Zmays_GRMZM2G124571_T01,279
8254,lcl|Zmays_GRMZM2G124577_T01,999
8255,lcl|Zmays_GRMZM2G124600_T01,307
8256,lcl|Zmays_GRMZM2G124603_T01,593
8257,lcl|Zmays_GRMZM2G124630_T01,351
8258,lcl|Zmays_GRMZM2G124631_T01,621
8259,lcl|Zmays_GRMZM2G124636_T01,1713
8260,lcl|Zmays_GRMZM2G124682_T01,2206
8261,lcl|Zmays_GRMZM2G124689_T01,201
8262,lcl|Zmays_GRMZM2G124691_T01,594
8263,lcl|Zmays_GRMZM2G124708_T01,347
8264,lcl|Zmays_GRMZM2G124708_T02,317
8265,lcl|Zmays_GRMZM2G124720_T01,439
8266,lcl|Zmays_GRMZM2G124726_T01,219
8267,lcl|Zmays_GRMZM2G124735_T01,454
8268,lcl|Zmays_GRMZM2G124744_T01,1068
8269,lcl|Zmays_GRMZM2G124744_T02,1096
8270,lcl|Zmays_GRMZM2G124744_T03,1225
8271,lcl|Zmays_GRMZM2G124767_T01,706
8272,lcl|Zmays_GRMZM2G124791_T02,317
8273,lcl|Zmays_GRMZM2G124791_T03,922
8274,lcl|Zmays_GRMZM2G124802_T03,940
8275,lcl|Zmays_GRMZM2G124838_T01,461
8276,lcl|Zmays_GRMZM2G124843_T01,815
8277,lcl|Zmays_GRMZM2G124880_T01,234
8278,lcl|Zmays_GRMZM2G124880_T02,500
8279,lcl|Zmays_GRMZM2G124880_T03,2052
8280,lcl|Zmays_GRMZM2G124880_T04,579
8281,lcl|Zmays_GRMZM2G124918_T02,881
8282,lcl|Zmays_GRMZM2G124927_T01,917
8283,lcl|Zmays_GRMZM2G124927_T02,1555
8284,lcl|Zmays_GRMZM2G124954_T01,1191
8285,lcl|Zmays_GRMZM2G124975_T02,913
8286,lcl|Zmays_GRMZM2G125045_T01,367
8287,lcl|Zmays_GRMZM2G125112_T01,202
8288,lcl|Zmays_GRMZM2G125121_T01,477
8289,lcl|Zmays_GRMZM2G125146_T01,641
8290,lcl|Zmays_GRMZM2G125148_T05,396
8291,lcl|Zmays_GRMZM2G125165_T02,1058
8292,lcl|Zmays_GRMZM2G125207_T01,272
8293,lcl|Zmays_GRMZM2G125237_T01,427
8294,lcl|Zmays_GRMZM2G125239_T04,965
8295,lcl|Zmays_GRMZM2G125350_T01,309
8296,lcl|Zmays_GRMZM2G125359_T01,653
8297,lcl|Zmays_GRMZM2G125378_T01,817
8298,lcl|Zmays_GRMZM2G125386_T01,479
8299,lcl|Zmays_GRMZM2G125441_T06,628
8300,lcl|Zmays_GRMZM2G125449_T01,404
8301,lcl|Zmays_GRMZM2G125452_T01,678
8302,lcl|Zmays_GRMZM2G125452_T02,889
8303,lcl|Zmays_GRMZM2G125487_T02,1922
8304,lcl|Zmays_GRMZM2G125494_T03,800
8305,lcl|Zmays_GRMZM2G125504_T01,961
8306,lcl|Zmays_GRMZM2G125520_T01,454
8307,lcl|Zmays_GRMZM2G125556_T05,741
8308,lcl|Zmays_GRMZM2G125557_T02,1299
8309,lcl|Zmays_GRMZM2G125557_T03,1743
8310,lcl|Zmays_GRMZM2G125557_T04,1522
8311,lcl|Zmays_GRMZM2G125578_T01,276
8312,lcl|Zmays_GRMZM2G125585_T03,771
8313,lcl|Zmays_GRMZM2G125598_T01,395
8314,lcl|Zmays_GRMZM2G125643_T01,836
8315,lcl|Zmays_GRMZM2G125643_T02,1008
8316,lcl|Zmays_GRMZM2G125648_T02,863
8317,lcl|Zmays_GRMZM2G125659_T01,1449
8318,lcl|Zmays_GRMZM2G125677_T01,997
8319,lcl|Zmays_GRMZM2G125679_T01,2130
8320,lcl|Zmays_GRMZM2G125679_T02,641
8321,lcl|Zmays_GRMZM2G125745_T01,544
8322,lcl|Zmays_GRMZM2G125747_T01,1151
8323,lcl|Zmays_GRMZM2G125747_T02,1030
8324,lcl|Zmays_GRMZM2G125762_T03,1654
8325,lcl|Zmays_GRMZM2G125784_T01,1507
8326,lcl|Zmays_GRMZM2G125853_T05,742
8327,lcl|Zmays_GRMZM2G125853_T06,974
8328,lcl|Zmays_GRMZM2G125889_T02,1100
8329,lcl|Zmays_GRMZM2G125962_T01,558
8330,lcl|Zmays_GRMZM2G125987_T01,1003
8331,lcl|Zmays_GRMZM2G126004_T01,372
8332,lcl|Zmays_GRMZM2G126030_T01,300
8333,lcl|Zmays_GRMZM2G126046_T01,288
8334,lcl|Zmays_GRMZM2G126057_T01,985
8335,lcl|Zmays_GRMZM2G126134_T01,387
8336,lcl|Zmays_GRMZM2G126145_T01,319
8337,lcl|Zmays_GRMZM2G126153_T01,854
8338,lcl|Zmays_GRMZM2G126170_T01,1003
8339,lcl|Zmays_GRMZM2G126175_T01,365
8340,lcl|Zmays_GRMZM2G126207_T01,686
8341,lcl|Zmays_GRMZM2G126216_T01,632
8342,lcl|Zmays_GRMZM2G126237_T01,402
8343,lcl|Zmays_GRMZM2G126260_T01,794
8344,lcl|Zmays_GRMZM2G126302_T02,566
8345,lcl|Zmays_GRMZM2G126433_T01,749
8346,lcl|Zmays_GRMZM2G126451_T01,525
8347,lcl|Zmays_GRMZM2G126502_T01,780
8348,lcl|Zmays_GRMZM2G126517_T03,2234
8349,lcl|Zmays_GRMZM2G126521_T01,672
8350,lcl|Zmays_GRMZM2G126566_T04,248
8351,lcl|Zmays_GRMZM2G126574_T01,658
8352,lcl|Zmays_GRMZM2G126632_T01,337
8353,lcl|Zmays_GRMZM2G126635_T01,441
8354,lcl|Zmays_GRMZM2G126638_T01,608
8355,lcl|Zmays_GRMZM2G126671_T01,263
8356,lcl|Zmays_GRMZM2G126679_T01,1193
8357,lcl|Zmays_GRMZM2G126679_T05,1169
8358,lcl|Zmays_GRMZM2G126700_T01,660
8359,lcl|Zmays_GRMZM2G126706_T03,444
8360,lcl|Zmays_GRMZM2G126732_T03,684
8361,lcl|Zmays_GRMZM2G126734_T01,288
8362,lcl|Zmays_GRMZM2G126740_T01,490
8363,lcl|Zmays_GRMZM2G126800_T01,587
8364,lcl|Zmays_GRMZM2G126852_T02,604
8365,lcl|Zmays_GRMZM2G126853_T01,2603
8366,lcl|Zmays_GRMZM2G126853_T04,551
8367,lcl|Zmays_GRMZM2G126880_T01,445
8368,lcl|Zmays_GRMZM2G126887_T01,734
8369,lcl|Zmays_GRMZM2G126900_T05,662
8370,lcl|Zmays_GRMZM2G126904_T01,603
8371,lcl|Zmays_GRMZM2G126925_T01,1032
8372,lcl|Zmays_GRMZM2G126946_T07,650
8373,lcl|Zmays_GRMZM2G126977_T01,780
8374,lcl|Zmays_GRMZM2G126986_T01,504
8375,lcl|Zmays_GRMZM2G126990_T02,344
8376,lcl|Zmays_GRMZM2G127012_T01,204
8377,lcl|Zmays_GRMZM2G127034_T02,519
8378,lcl|Zmays_GRMZM2G127035_T01,611
8379,lcl|Zmays_GRMZM2G127117_T01,471
8380,lcl|Zmays_GRMZM2G127213_T01,414
8381,lcl|Zmays_GRMZM2G127270_T01,611
8382,lcl|Zmays_GRMZM2G127271_T01,233
8383,lcl|Zmays_GRMZM2G127329_T01,535
8384,lcl|Zmays_GRMZM2G127397_T01,719
8385,lcl|Zmays_GRMZM2G127401_T01,302
8386,lcl|Zmays_GRMZM2G127406_T01,486
8387,lcl|Zmays_GRMZM2G127444_T01,648
8388,lcl|Zmays_GRMZM2G127499_T01,2514
8389,lcl|Zmays_GRMZM2G127520_T01,530
8390,lcl|Zmays_GRMZM2G127553_T01,232
8391,lcl|Zmays_GRMZM2G127602_T01,601
8392,lcl|Zmays_GRMZM2G127619_T01,592
8393,lcl|Zmays_GRMZM2G127622_T01,1231
8394,lcl|Zmays_GRMZM2G127656_T04,838
8395,lcl|Zmays_GRMZM2G127661_T03,463
8396,lcl|Zmays_GRMZM2G127683_T01,1084
8397,lcl|Zmays_GRMZM2G127683_T04,688
8398,lcl|Zmays_GRMZM2G127714_T01,1131
8399,lcl|Zmays_GRMZM2G127717_T03,818
8400,lcl|Zmays_GRMZM2G127720_T01,325
8401,lcl|Zmays_GRMZM2G127754_T01,545
8402,lcl|Zmays_GRMZM2G127774_T01,319
8403,lcl|Zmays_GRMZM2G127826_T01,563
8404,lcl|Zmays_GRMZM2G127883_T01,717
8405,lcl|Zmays_GRMZM2G127883_T02,2044
8406,lcl|Zmays_GRMZM2G127883_T03,586
8407,lcl|Zmays_GRMZM2G127893_T02,816
8408,lcl|Zmays_GRMZM2G127893_T03,1463
8409,lcl|Zmays_GRMZM2G127893_T05,965
8410,lcl|Zmays_GRMZM2G127909_T01,351
8411,lcl|Zmays_GRMZM2G127911_T03,1561
8412,lcl|Zmays_GRMZM2G127958_T01,462
8413,lcl|Zmays_GRMZM2G127999_T01,339
8414,lcl|Zmays_GRMZM2G128023_T01,553
8415,lcl|Zmays_GRMZM2G128050_T01,524
8416,lcl|Zmays_GRMZM2G128072_T02,1411
8417,lcl|Zmays_GRMZM2G128098_T01,222
8418,lcl|Zmays_GRMZM2G128114_T04,580
8419,lcl|Zmays_GRMZM2G128201_T01,216
8420,lcl|Zmays_GRMZM2G128225_T01,216
8421,lcl|Zmays_GRMZM2G128268_T02,412
8422,lcl|Zmays_GRMZM2G128301_T01,607
8423,lcl|Zmays_GRMZM2G128342_T01,998
8424,lcl|Zmays_GRMZM2G128395_T01,577
8425,lcl|Zmays_GRMZM2G128432_T02,601
8426,lcl|Zmays_GRMZM2G128439_T01,846
8427,lcl|Zmays_GRMZM2G128511_T01,315
8428,lcl|Zmays_GRMZM2G128518_T03,1521
8429,lcl|Zmays_GRMZM2G128537_T01,264
8430,lcl|Zmays_GRMZM2G128574_T01,1743
8431,lcl|Zmays_GRMZM2G128574_T02,1429
8432,lcl|Zmays_GRMZM2G128574_T03,1155
8433,lcl|Zmays_GRMZM2G128574_T04,922
8434,lcl|Zmays_GRMZM2G128574_T05,1361
8435,lcl|Zmays_GRMZM2G128574_T06,990
8436,lcl|Zmays_GRMZM2G128574_T07,1425
8437,lcl|Zmays_GRMZM2G128832_T01,413
8438,lcl|Zmays_GRMZM2G128863_T01,741
8439,lcl|Zmays_GRMZM2G128872_T01,1200
8440,lcl|Zmays_GRMZM2G128876_T01,433
8441,lcl|Zmays_GRMZM2G128883_T01,227
8442,lcl|Zmays_GRMZM2G128963_T01,217
8443,lcl|Zmays_GRMZM2G128965_T01,700
8444,lcl|Zmays_GRMZM2G128979_T01,303
8445,lcl|Zmays_GRMZM2G129019_T01,660
8446,lcl|Zmays_GRMZM2G129019_T02,801
8447,lcl|Zmays_GRMZM2G129060_T01,250
8448,lcl|Zmays_GRMZM2G129142_T01,1172
8449,lcl|Zmays_GRMZM2G129166_T01,951
8450,lcl|Zmays_GRMZM2G129166_T02,862
8451,lcl|Zmays_GRMZM2G129175_T01,681
8452,lcl|Zmays_GRMZM2G129218_T02,3154
8453,lcl|Zmays_GRMZM2G129298_T01,1048
8454,lcl|Zmays_GRMZM2G129300_T01,1048
8455,lcl|Zmays_GRMZM2G129321_T01,513
8456,lcl|Zmays_GRMZM2G129350_T01,341
8457,lcl|Zmays_GRMZM2G129413_T02,758
8458,lcl|Zmays_GRMZM2G129420_T01,752
8459,lcl|Zmays_GRMZM2G129442_T01,372
8460,lcl|Zmays_GRMZM2G129450_T01,556
8461,lcl|Zmays_GRMZM2G129563_T01,453
8462,lcl|Zmays_GRMZM2G129587_T01,231
8463,lcl|Zmays_GRMZM2G129589_T01,856
8464,lcl|Zmays_GRMZM2G129646_T01,540
8465,lcl|Zmays_GRMZM2G129681_T05,852
8466,lcl|Zmays_GRMZM2G129795_T01,288
8467,lcl|Zmays_GRMZM2G129828_T02,1456
8468,lcl|Zmays_GRMZM2G129907_T02,1383
8469,lcl|Zmays_GRMZM2G129907_T03,825
8470,lcl|Zmays_GRMZM2G129924_T01,579
8471,lcl|Zmays_GRMZM2G129999_T02,859
8472,lcl|Zmays_GRMZM2G130055_T01,531
8473,lcl|Zmays_GRMZM2G130085_T02,533
8474,lcl|Zmays_GRMZM2G130162_T06,2209
8475,lcl|Zmays_GRMZM2G130162_T07,2445
8476,lcl|Zmays_GRMZM2G130162_T08,1579
8477,lcl|Zmays_GRMZM2G130173_T01,675
8478,lcl|Zmays_GRMZM2G130173_T02,558
8479,lcl|Zmays_GRMZM2G130173_T03,591
8480,lcl|Zmays_GRMZM2G130207_T11,511
8481,lcl|Zmays_GRMZM2G130226_T01,296
8482,lcl|Zmays_GRMZM2G130232_T02,817
8483,lcl|Zmays_GRMZM2G130232_T03,795
8484,lcl|Zmays_GRMZM2G130320_T01,1126
8485,lcl|Zmays_GRMZM2G130324_T01,375
8486,lcl|Zmays_GRMZM2G130338_T01,749
8487,lcl|Zmays_GRMZM2G130343_T01,558
8488,lcl|Zmays_GRMZM2G130406_T01,556
8489,lcl|Zmays_GRMZM2G130454_T02,1085
8490,lcl|Zmays_GRMZM2G130496_T01,620
8491,lcl|Zmays_GRMZM2G130528_T02,675
8492,lcl|Zmays_GRMZM2G130569_T01,464
8493,lcl|Zmays_GRMZM2G130588_T01,858
8494,lcl|Zmays_GRMZM2G130592_T01,854
8495,lcl|Zmays_GRMZM2G130610_T01,267
8496,lcl|Zmays_GRMZM2G130640_T01,670
8497,lcl|Zmays_GRMZM2G130644_T01,435
8498,lcl|Zmays_GRMZM2G130675_T01,423
8499,lcl|Zmays_GRMZM2G130678_T03,569
8500,lcl|Zmays_GRMZM2G130694_T01,386
8501,lcl|Zmays_GRMZM2G130768_T01,270
8502,lcl|Zmays_GRMZM2G130776_T01,519
8503,lcl|Zmays_GRMZM2G130819_T01,248
8504,lcl|Zmays_GRMZM2G130871_T01,433
8505,lcl|Zmays_GRMZM2G130877_T01,845
8506,lcl|Zmays_GRMZM2G130888_T01,441
8507,lcl|Zmays_GRMZM2G130948_T01,222
8508,lcl|Zmays_GRMZM2G130956_T01,446
8509,lcl|Zmays_GRMZM2G131024_T03,958
8510,lcl|Zmays_GRMZM2G131031_T01,211
8511,lcl|Zmays_GRMZM2G131043_T01,2524
8512,lcl|Zmays_GRMZM2G131067_T01,711
8513,lcl|Zmays_GRMZM2G131080_T02,839
8514,lcl|Zmays_GRMZM2G131084_T01,1039
8515,lcl|Zmays_GRMZM2G131087_T03,1210
8516,lcl|Zmays_GRMZM2G131087_T05,696
8517,lcl|Zmays_GRMZM2G131135_T01,505
8518,lcl|Zmays_GRMZM2G131197_T01,246
8519,lcl|Zmays_GRMZM2G131301_T01,752
8520,lcl|Zmays_GRMZM2G131334_T04,744
8521,lcl|Zmays_GRMZM2G131356_T01,522
8522,lcl|Zmays_GRMZM2G131382_T01,492
8523,lcl|Zmays_GRMZM2G131402_T01,298
8524,lcl|Zmays_GRMZM2G131431_T02,405
8525,lcl|Zmays_GRMZM2G131434_T01,798
8526,lcl|Zmays_GRMZM2G131434_T02,714
8527,lcl|Zmays_GRMZM2G131456_T01,357
8528,lcl|Zmays_GRMZM2G131487_T03,1041
8529,lcl|Zmays_GRMZM2G131559_T01,293
8530,lcl|Zmays_GRMZM2G131577_T02,1933
8531,lcl|Zmays_GRMZM2G131654_T01,351
8532,lcl|Zmays_GRMZM2G131666_T01,870
8533,lcl|Zmays_GRMZM2G131666_T02,369
8534,lcl|Zmays_GRMZM2G131708_T04,707
8535,lcl|Zmays_GRMZM2G131715_T01,932
8536,lcl|Zmays_GRMZM2G131723_T04,1740
8537,lcl|Zmays_GRMZM2G131757_T01,756
8538,lcl|Zmays_GRMZM2G131763_T01,750
8539,lcl|Zmays_GRMZM2G131779_T01,476
8540,lcl|Zmays_GRMZM2G131797_T01,576
8541,lcl|Zmays_GRMZM2G131815_T01,859
8542,lcl|Zmays_GRMZM2G131815_T02,990
8543,lcl|Zmays_GRMZM2G131850_T01,826
8544,lcl|Zmays_GRMZM2G131860_T01,320
8545,lcl|Zmays_GRMZM2G131895_T01,1134
8546,lcl|Zmays_GRMZM2G131903_T01,370
8547,lcl|Zmays_GRMZM2G131935_T01,296
8548,lcl|Zmays_GRMZM2G131946_T01,356
8549,lcl|Zmays_GRMZM2G131971_T01,981
8550,lcl|Zmays_GRMZM2G131983_T01,405
8551,lcl|Zmays_GRMZM2G131985_T01,428
8552,lcl|Zmays_GRMZM2G132007_T01,977
8553,lcl|Zmays_GRMZM2G132019_T01,1061
8554,lcl|Zmays_GRMZM2G132019_T04,665
8555,lcl|Zmays_GRMZM2G132021_T04,1851
8556,lcl|Zmays_GRMZM2G132061_T01,638
8557,lcl|Zmays_GRMZM2G132067_T01,399
8558,lcl|Zmays_GRMZM2G132084_T01,1470
8559,lcl|Zmays_GRMZM2G132116_T02,1167
8560,lcl|Zmays_GRMZM2G132162_T01,542
8561,lcl|Zmays_GRMZM2G132222_T01,987
8562,lcl|Zmays_GRMZM2G132222_T02,1773
8563,lcl|Zmays_GRMZM2G132248_T01,587
8564,lcl|Zmays_GRMZM2G132265_T01,396
8565,lcl|Zmays_GRMZM2G132270_T01,248
8566,lcl|Zmays_GRMZM2G132301_T04,494
8567,lcl|Zmays_GRMZM2G132322_T01,640
8568,lcl|Zmays_GRMZM2G132335_T01,603
8569,lcl|Zmays_GRMZM2G132362_T01,251
8570,lcl|Zmays_GRMZM2G132384_T01,1178
8571,lcl|Zmays_GRMZM2G132408_T01,367
8572,lcl|Zmays_GRMZM2G132420_T01,545
8573,lcl|Zmays_GRMZM2G132443_T01,613
8574,lcl|Zmays_GRMZM2G132473_T01,285
8575,lcl|Zmays_GRMZM2G132564_T01,307
8576,lcl|Zmays_GRMZM2G132577_T01,731
8577,lcl|Zmays_GRMZM2G132607_T03,962
8578,lcl|Zmays_GRMZM2G132614_T01,488
8579,lcl|Zmays_GRMZM2G132633_T04,795
8580,lcl|Zmays_GRMZM2G132647_T01,741
8581,lcl|Zmays_GRMZM2G132696_T01,518
8582,lcl|Zmays_GRMZM2G132783_T01,358
8583,lcl|Zmays_GRMZM2G132796_T02,777
8584,lcl|Zmays_GRMZM2G132797_T01,593
8585,lcl|Zmays_GRMZM2G132856_T01,401
8586,lcl|Zmays_GRMZM2G132909_T01,286
8587,lcl|Zmays_GRMZM2G132932_T01,810
8588,lcl|Zmays_GRMZM2G132932_T02,496
8589,lcl|Zmays_GRMZM2G132966_T01,440
8590,lcl|Zmays_GRMZM2G132978_T02,890
8591,lcl|Zmays_GRMZM2G133018_T01,1204
8592,lcl|Zmays_GRMZM2G133055_T01,663
8593,lcl|Zmays_GRMZM2G133055_T02,768
8594,lcl|Zmays_GRMZM2G133055_T03,821
8595,lcl|Zmays_GRMZM2G133067_T01,318
8596,lcl|Zmays_GRMZM2G133070_T01,410
8597,lcl|Zmays_GRMZM2G133070_T02,410
8598,lcl|Zmays_GRMZM2G133077_T01,351
8599,lcl|Zmays_GRMZM2G133082_T04,554
8600,lcl|Zmays_GRMZM2G133101_T01,354
8601,lcl|Zmays_GRMZM2G133113_T01,512
8602,lcl|Zmays_GRMZM2G133154_T01,498
8603,lcl|Zmays_GRMZM2G133175_T01,750
8604,lcl|Zmays_GRMZM2G133226_T03,1051
8605,lcl|Zmays_GRMZM2G133233_T01,663
8606,lcl|Zmays_GRMZM2G133244_T01,344
8607,lcl|Zmays_GRMZM2G133268_T01,1290
8608,lcl|Zmays_GRMZM2G133370_T01,614
8609,lcl|Zmays_GRMZM2G133382_T01,628
8610,lcl|Zmays_GRMZM2G133492_T01,472
8611,lcl|Zmays_GRMZM2G133563_T01,900
8612,lcl|Zmays_GRMZM2G133563_T02,5861
8613,lcl|Zmays_GRMZM2G133573_T01,425
8614,lcl|Zmays_GRMZM2G133629_T01,722
8615,lcl|Zmays_GRMZM2G133629_T02,712
8616,lcl|Zmays_GRMZM2G133629_T03,734
8617,lcl|Zmays_GRMZM2G133636_T01,279
8618,lcl|Zmays_GRMZM2G133643_T01,579
8619,lcl|Zmays_GRMZM2G133657_T01,535
8620,lcl|Zmays_GRMZM2G133660_T01,717
8621,lcl|Zmays_GRMZM2G133660_T02,714
8622,lcl|Zmays_GRMZM2G133660_T03,2029
8623,lcl|Zmays_GRMZM2G133660_T05,438
8624,lcl|Zmays_GRMZM2G133674_T01,524
8625,lcl|Zmays_GRMZM2G133674_T02,806
8626,lcl|Zmays_GRMZM2G133675_T02,1526
8627,lcl|Zmays_GRMZM2G133675_T03,889
8628,lcl|Zmays_GRMZM2G133698_T01,465
8629,lcl|Zmays_GRMZM2G133738_T01,738
8630,lcl|Zmays_GRMZM2G133746_T01,1229
8631,lcl|Zmays_GRMZM2G133746_T02,324
8632,lcl|Zmays_GRMZM2G133759_T01,356
8633,lcl|Zmays_GRMZM2G133766_T01,1008
8634,lcl|Zmays_GRMZM2G133838_T02,586
8635,lcl|Zmays_GRMZM2G133856_T01,207
8636,lcl|Zmays_GRMZM2G133856_T02,491
8637,lcl|Zmays_GRMZM2G133891_T01,601
8638,lcl|Zmays_GRMZM2G133931_T01,288
8639,lcl|Zmays_GRMZM2G133941_T03,867
8640,lcl|Zmays_GRMZM2G133946_T01,201
8641,lcl|Zmays_GRMZM2G133979_T01,417
8642,lcl|Zmays_GRMZM2G134047_T01,414
8643,lcl|Zmays_GRMZM2G134049_T01,1922
8644,lcl|Zmays_GRMZM2G134059_T01,544
8645,lcl|Zmays_GRMZM2G134089_T01,298
8646,lcl|Zmays_GRMZM2G134105_T01,393
8647,lcl|Zmays_GRMZM2G134131_T01,558
8648,lcl|Zmays_GRMZM2G134183_T02,822
8649,lcl|Zmays_GRMZM2G134183_T03,510
8650,lcl|Zmays_GRMZM2G134186_T01,455
8651,lcl|Zmays_GRMZM2G134208_T01,370
8652,lcl|Zmays_GRMZM2G134244_T01,1337
8653,lcl|Zmays_GRMZM2G134254_T01,701
8654,lcl|Zmays_GRMZM2G134266_T01,243
8655,lcl|Zmays_GRMZM2G134340_T01,1332
8656,lcl|Zmays_GRMZM2G134340_T02,1332
8657,lcl|Zmays_GRMZM2G134340_T03,1806
8658,lcl|Zmays_GRMZM2G134340_T04,1332
8659,lcl|Zmays_GRMZM2G134382_T06,604
8660,lcl|Zmays_GRMZM2G134396_T01,665
8661,lcl|Zmays_GRMZM2G134398_T01,1114
8662,lcl|Zmays_GRMZM2G134414_T01,570
8663,lcl|Zmays_GRMZM2G134430_T03,849
8664,lcl|Zmays_GRMZM2G134484_T01,655
8665,lcl|Zmays_GRMZM2G134508_T02,757
8666,lcl|Zmays_GRMZM2G134570_T01,721
8667,lcl|Zmays_GRMZM2G134604_T01,2328
8668,lcl|Zmays_GRMZM2G134613_T07,709
8669,lcl|Zmays_GRMZM2G134618_T01,1176
8670,lcl|Zmays_GRMZM2G134619_T01,324
8671,lcl|Zmays_GRMZM2G134655_T01,1238
8672,lcl|Zmays_GRMZM2G134660_T01,758
8673,lcl|Zmays_GRMZM2G134668_T01,709
8674,lcl|Zmays_GRMZM2G134690_T01,703
8675,lcl|Zmays_GRMZM2G134716_T04,1239
8676,lcl|Zmays_GRMZM2G134759_T03,586
8677,lcl|Zmays_GRMZM2G134794_T01,1855
8678,lcl|Zmays_GRMZM2G134797_T04,974
8679,lcl|Zmays_GRMZM2G134818_T01,301
8680,lcl|Zmays_GRMZM2G134832_T01,1320
8681,lcl|Zmays_GRMZM2G134836_T01,885
8682,lcl|Zmays_GRMZM2G134863_T02,419
8683,lcl|Zmays_GRMZM2G134878_T01,750
8684,lcl|Zmays_GRMZM2G134935_T01,374
8685,lcl|Zmays_GRMZM2G134951_T01,1223
8686,lcl|Zmays_GRMZM2G134951_T02,1196
8687,lcl|Zmays_GRMZM2G134951_T03,991
8688,lcl|Zmays_GRMZM2G134951_T06,1593
8689,lcl|Zmays_GRMZM2G134951_T07,818
8690,lcl|Zmays_GRMZM2G134955_T01,650
8691,lcl|Zmays_GRMZM2G134957_T02,757
8692,lcl|Zmays_GRMZM2G134973_T01,833
8693,lcl|Zmays_GRMZM2G134992_T01,977
8694,lcl|Zmays_GRMZM2G135022_T01,649
8695,lcl|Zmays_GRMZM2G135034_T01,525
8696,lcl|Zmays_GRMZM2G135039_T01,388
8697,lcl|Zmays_GRMZM2G135045_T03,3866
8698,lcl|Zmays_GRMZM2G135095_T04,1037
8699,lcl|Zmays_GRMZM2G135114_T01,484
8700,lcl|Zmays_GRMZM2G135120_T02,497
8701,lcl|Zmays_GRMZM2G135128_T01,323
8702,lcl|Zmays_GRMZM2G135148_T01,913
8703,lcl|Zmays_GRMZM2G135182_T01,693
8704,lcl|Zmays_GRMZM2G135192_T01,516
8705,lcl|Zmays_GRMZM2G135206_T01,249
8706,lcl|Zmays_GRMZM2G135220_T01,518
8707,lcl|Zmays_GRMZM2G135228_T01,1585
8708,lcl|Zmays_GRMZM2G135241_T01,716
8709,lcl|Zmays_GRMZM2G135384_T01,716
8710,lcl|Zmays_GRMZM2G135450_T01,262
8711,lcl|Zmays_GRMZM2G135501_T01,1456
8712,lcl|Zmays_GRMZM2G135547_T04,1647
8713,lcl|Zmays_GRMZM2G135574_T01,329
8714,lcl|Zmays_GRMZM2G135633_T01,538
8715,lcl|Zmays_GRMZM2G135633_T02,1686
8716,lcl|Zmays_GRMZM2G135633_T03,1804
8717,lcl|Zmays_GRMZM2G135633_T04,1294
8718,lcl|Zmays_GRMZM2G135664_T01,928
8719,lcl|Zmays_GRMZM2G135665_T01,669
8720,lcl|Zmays_GRMZM2G135737_T01,398
8721,lcl|Zmays_GRMZM2G135762_T01,772
8722,lcl|Zmays_GRMZM2G135800_T01,484
8723,lcl|Zmays_GRMZM2G135803_T01,1637
8724,lcl|Zmays_GRMZM2G135816_T02,927
8725,lcl|Zmays_GRMZM2G135841_T01,724
8726,lcl|Zmays_GRMZM2G135846_T01,418
