@relation relation name
@attribute Seq Name string
@attribute Width string
@attribute GC Content string
@attribute GC Ratio string
@data
'TAE_circ00971_Traes_4DL_0B0E64053|ta_iwgsc_4dl_v3_14426223(+):(3132-3305)(3132-3305)','348','51.7241','0.9565'
'TAE_circ00971_Traes_4DL_0B0E64053|ta_iwgsc_4dl_v3_14426223(+):(3132-3305)(3132-3305)','348','51.7241','0.9565'
'TAE_circ00971_Traes_4DL_0B0E64053|ta_iwgsc_4dl_v3_14426223(+):(3132-3305)(3132-3305)','348','51.7241','0.9565'
'TAE_circ00971_Traes_4DL_0B0E64053|ta_iwgsc_4dl_v3_14426223(+):(2917-3232)(2917-3232)(3232-3305)','706','49.7167','1.4041'
'TAE_circ00971_Traes_4DL_0B0E64053|ta_iwgsc_4dl_v3_14426223(+):(3132-3305)(3132-3305)','348','51.7241','0.9565'
'TAE_circ00971_Traes_4DL_0B0E64053|ta_iwgsc_4dl_v3_14426223(+):(3132-3305)(3132-3305)','348','51.7241','0.9565'
'TAE_circ00971_Traes_4DL_0B0E64053|ta_iwgsc_4dl_v3_14426223(+):(3132-3305)(3132-3305)','348','51.7241','0.9565'
'TAE_circ00971_Traes_4DL_0B0E64053|ta_iwgsc_4dl_v3_14426223(+):(3132-3305)(3132-3305)','348','51.7241','0.9565'
'TAE_circ00972_Traes_4DL_A96848020|ta_iwgsc_4dl_v3_14444742(-):(639-521)(639-521)','238','44.5378','1.4091'
'TAE_circ00973_Traes_4DL_A96848020|ta_iwgsc_4dl_v3_14444742(-):(636-522)(636-522)','230','43.4783','1.381'
'TAE_circ00972_Traes_4DL_A96848020|ta_iwgsc_4dl_v3_14444742(-):(639-521)(639-521)','238','44.5378','1.4091'
'TAE_circ00973_Traes_4DL_A96848020|ta_iwgsc_4dl_v3_14444742(-):(636-522)(636-522)','230','43.4783','1.381'
'TAE_circ00974_Traes_4DL_6041ECB9A|ta_iwgsc_4dl_v3_14447445(-):(3157-3035)(3157-3035)','246','72.3577','1.4054'
'TAE_circ00975_Traes_4DL_9C0E4E89C|ta_iwgsc_4dl_v3_14452000(-):(2282-2175)(2282-2175)','216','39.8148','0.5926'
'TAE_circ00975_Traes_4DL_9C0E4E89C|ta_iwgsc_4dl_v3_14452000(-):(2282-2175)(2282-2175)','216','39.8148','0.5926'
'TAE_circ00975_Traes_4DL_9C0E4E89C|ta_iwgsc_4dl_v3_14452000(-):(2282-2175)(2282-2175)','216','39.8148','0.5926'
'TAE_circ00975_Traes_4DL_9C0E4E89C|ta_iwgsc_4dl_v3_14452000(-):(2282-2175)(2282-2175)','216','39.8148','0.5926'
'TAE_circ00975_Traes_4DL_9C0E4E89C|ta_iwgsc_4dl_v3_14452000(-):(2282-2175)(2282-2175)','216','39.8148','0.5926'
'TAE_circ00975_Traes_4DL_9C0E4E89C|ta_iwgsc_4dl_v3_14452000(-):(2282-2175)(2282-2175)','216','39.8148','0.5926'
'TAE_circ00975_Traes_4DL_9C0E4E89C|ta_iwgsc_4dl_v3_14452000(-):(2282-2175)(2282-2175)','216','39.8148','0.5926'
'TAE_circ00976_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(1962-1855)(1962-1855)','216','67.5926','1.2121'
'TAE_circ00977_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2147)(2279-2147)(2344-2279)(2211-2138)(2344-2211)','540','73.7037','0.4164'
'TAE_circ00978_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2149)(2279-2149)(2366-2279)(2211-2138)(2366-2211)','580','73.1034','0.4086'
'TAE_circ00979_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2158)(2279-2158)(2343-2279)(2211-2138)(2343-2211)','516','72.8682','0.4189'
'TAE_circ00980_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2164)(2279-2164)(2344-2279)(2211-2138)(2344-2211)','506','72.7273','0.4208'
'TAE_circ00981_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2175)(2279-2175)(2337-2279)(2211-2138)(2337-2211)','470','72.3404','0.4226'
'TAE_circ00982_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2178)(2279-2178)(2364-2279)(2211-2138)(2364-2211)','518','71.8147','0.4038'
'TAE_circ00983_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2178)(2279-2178)(2358-2279)(2211-2138)(2358-2211)','506','71.5415','0.3977'
'TAE_circ00984_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2178)(2279-2178)(2335-2279)(2211-2138)(2335-2211)','460','71.7391','0.4163'
'TAE_circ00985_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2182)(2279-2182)(2368-2279)(2211-2138)(2368-2211)','518','71.4286','0.3962'
'TAE_circ00986_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2183)(2279-2183)(2345-2279)(2211-2138)(2345-2211)','470','72.3404','0.4108'
'TAE_circ00987_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2186)(2279-2186)(2358-2279)(2211-2138)(2358-2211)','490','71.8367','0.4024'
'TAE_circ00976_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(1962-1855)(1962-1855)','216','67.5926','1.2121'
'TAE_circ00977_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2344-2147)(2344-2147)','396','72.7273','0.4118'
'TAE_circ00978_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2366-2149)(2366-2149)','436','72.0183','0.4018'
'TAE_circ00979_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2343-2158)(2343-2158)','372','71.5054','0.4149'
'TAE_circ00980_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2344-2164)(2344-2164)','362','71.2707','0.4176'
'TAE_circ00981_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2337-2175)(2337-2175)','326','70.5521','0.4198'
'TAE_circ00982_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2364-2178)(2364-2178)','374','70.0535','0.3936'
'TAE_circ00983_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2358-2178)(2358-2178)','362','69.6133','0.3846'
'TAE_circ00984_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2335-2178)(2335-2178)','316','69.6203','0.4103'
'TAE_circ00985_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2368-2182)(2368-2182)','374','69.5187','0.383'
'TAE_circ00986_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2345-2183)(2345-2183)','326','70.5521','0.4024'
'TAE_circ00987_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2358-2186)(2358-2186)','346','69.9422','0.3908'
'TAE_circ00976_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(1962-1855)(1962-1855)','216','67.5926','1.2121'
'TAE_circ00977_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2147)(2279-2147)(2344-2279)(2211-1249)(2344-2211)','1429','64.0308','0.7199'
'TAE_circ00978_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2149)(2279-2149)(2366-2279)(2211-1249)(2366-2211)','1469','64.0572','0.7047'
'TAE_circ00979_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2158)(2279-2158)(2343-2279)(2211-1249)(2343-2211)','1405','63.5587','0.7306'
'TAE_circ00980_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2164)(2279-2164)(2344-2279)(2211-1249)(2344-2211)','1395','63.4409','0.7353'
'TAE_circ00981_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2175)(2279-2175)(2337-2279)(2211-1249)(2337-2211)','1359','63.0611','0.749'
'TAE_circ00982_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2178)(2279-2178)(2364-2279)(2211-1249)(2364-2211)','1407','63.1841','0.7229'
'TAE_circ00983_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2178)(2279-2178)(2358-2279)(2211-1249)(2358-2211)','1395','63.0108','0.7235'
'TAE_circ00984_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2178)(2279-2178)(2335-2279)(2211-1249)(2335-2211)','1349','62.7872','0.75'
'TAE_circ00985_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2182)(2279-2182)(2368-2279)(2211-1249)(2368-2211)','1407','63.0419','0.719'
'TAE_circ00986_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2183)(2279-2183)(2345-2279)(2211-1249)(2345-2211)','1359','63.0611','0.7419'
'TAE_circ00987_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(2279-2186)(2279-2186)(2358-2279)(2211-1249)(2358-2211)','1379','63.0167','0.7311'
'TAE_circ00976_Traes_4DL_8507B1800|ta_iwgsc_4dl_v3_14454210(-):(1962-1855)(1962-1855)','216','67.5926','1.2121'
'TAE_circ00988_Traes_4DL_C9B1CD2AE|ta_iwgsc_4dl_v3_14456756(-):(7418-7299)(7418-7299)','240','44.1667','1.5238'
'TAE_circ00989_Traes_4DL_A0F77BF5A|ta_iwgsc_4dl_v3_14457249(+):(3440-3548)(3440-3548)(3548-4095)(3485-4018)(4018-4095)','1378','41.9448','1.0424'
'TAE_circ00990_Traes_4DL_00E5FF6AA|ta_iwgsc_4dl_v3_14457658(-):(9336-9203)(9336-9203)(9407-9336)(9253-6873)(9407-9253)','3181','42.6281','0.9882'
'TAE_circ00992_Traes_4DL_74159402F|ta_iwgsc_4dl_v3_14457658(-):(13926-13819)(13926-13819)','216','45.3704','3.9'
'TAE_circ00991_Traes_4DL_A3860F7BD|ta_iwgsc_4dl_v3_14457658(+):(9208-9412)(9208-9412)','410','57.0732','0.8'
'TAE_circ00993_Traes_4DL_8CDA4DA98|ta_iwgsc_4dl_v3_14460493(+):(518-693)(518-693)','352','48.2955','1.3611'
'TAE_circ00994_Traes_4DL_8CE055F15|ta_iwgsc_4dl_v3_14461717(+):(7546-7699)(7546-7699)','308','48.0519','1.1765'
'TAE_circ00994_Traes_4DL_8CE055F15|ta_iwgsc_4dl_v3_14461717(+):(7546-7699)(7546-7699)','308','48.0519','1.1765'
'TAE_circ00994_Traes_4DL_8CE055F15|ta_iwgsc_4dl_v3_14461717(+):(7546-7699)(7546-7699)','308','48.0519','1.1765'
'TAE_circ00995_Traes_4DL_E873342EC|ta_iwgsc_4dl_v3_14467574(+):(1456-1575)(1456-1575)(1575-1760)(1502-1691)(1691-1760)','686','45.0437','0.8957'
'TAE_circ00995_Traes_4DL_E873342EC|ta_iwgsc_4dl_v3_14467574(+):(1456-1575)(1456-1575)(1575-1760)(1502-1691)(1691-1760)','686','45.0437','0.8957'
'TAE_circ00995_Traes_4DL_E873342EC|ta_iwgsc_4dl_v3_14467574(+):(1456-1575)(1456-1575)(1575-1760)(1502-1691)(1691-1760)','686','45.0437','0.8957'
'TAE_circ00996_Traes_4DL_2F1E74F2E|ta_iwgsc_4dl_v3_14468736(+):(3592-3723)(3592-3723)','264','62.1212','1.4118'
'TAE_circ00997_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9277-9570)(9277-9570)','588','62.585','0.5862'
'TAE_circ00998_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9973-10110)(9973-10110)','276','63.0435','0.5263'
'TAE_circ00999_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9990-10098)(9990-10098)','218','62.3853','0.5455'
'TAE_circ01000_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9997-10101)(9997-10101)','210','61.9048','0.5476'
'TAE_circ01001_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(10003-10110)(10003-10110)','216','62.037','0.5227'
'TAE_circ00997_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9277-9570)(9277-9570)','588','62.585','0.5862'
'TAE_circ00998_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9973-10110)(9973-10110)','276','63.0435','0.5263'
'TAE_circ00999_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9990-10098)(9990-10098)','218','62.3853','0.5455'
'TAE_circ01000_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9997-10101)(9997-10101)','210','61.9048','0.5476'
'TAE_circ01001_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(10003-10110)(10003-10110)','216','62.037','0.5227'
'TAE_circ00997_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9277-9570)(9277-9570)','588','62.585','0.5862'
'TAE_circ00998_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9973-10110)(9973-10110)','276','63.0435','0.5263'
'TAE_circ00999_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9990-10098)(9990-10098)','218','62.3853','0.5455'
'TAE_circ01000_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9997-10101)(9997-10101)','210','61.9048','0.5476'
'TAE_circ01001_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(10003-10110)(10003-10110)','216','62.037','0.5227'
'TAE_circ00997_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9277-9570)(9277-9570)','588','62.585','0.5862'
'TAE_circ00998_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9973-10110)(9973-10110)','276','63.0435','0.5263'
'TAE_circ00999_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9990-10098)(9990-10098)','218','62.3853','0.5455'
'TAE_circ01000_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9997-10101)(9997-10101)','210','61.9048','0.5476'
'TAE_circ01001_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(10003-10110)(10003-10110)','216','62.037','0.5227'
'TAE_circ00997_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9277-9570)(9277-9570)','588','62.585','0.5862'
'TAE_circ00998_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9973-10110)(9973-10110)','276','63.0435','0.5263'
'TAE_circ00999_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9990-10098)(9990-10098)','218','62.3853','0.5455'
'TAE_circ01000_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(9997-10101)(9997-10101)','210','61.9048','0.5476'
'TAE_circ01001_Traes_4DL_4FC0D4B27|ta_iwgsc_4dl_v3_14471396(+):(10003-10110)(10003-10110)','216','62.037','0.5227'
'TAE_circ01002_Traes_4DL_0F92D6E2B|ta_iwgsc_4dl_v3_14471970(-):(6488-6377)(6488-6377)','224','41.9643','2.3571'
'TAE_circ01002_Traes_4DL_0F92D6E2B|ta_iwgsc_4dl_v3_14471970(-):(6488-6377)(6488-6377)','224','41.9643','2.3571'
'TAE_circ01002_Traes_4DL_0F92D6E2B|ta_iwgsc_4dl_v3_14471970(-):(6488-6377)(6488-6377)','224','41.9643','2.3571'
'TAE_circ01003_Traes_4DS_830BA8C09|ta_iwgsc_4ds_v1_2171179(+):(4272-4513)(4272-4513)','484','59.0909','0.6824'
'TAE_circ01004_Traes_4DS_830BA8C09|ta_iwgsc_4ds_v1_2171179(+):(4308-4409)(4308-4409)','204','58.8235','0.6216'
'TAE_circ01003_Traes_4DS_830BA8C09|ta_iwgsc_4ds_v1_2171179(+):(4272-4513)(4272-4513)','484','59.0909','0.6824'
'TAE_circ01004_Traes_4DS_830BA8C09|ta_iwgsc_4ds_v1_2171179(+):(4308-4409)(4308-4409)','204','58.8235','0.6216'
'TAE_circ01005_Traes_4DS_73EDF4469|ta_iwgsc_4ds_v1_2275009(-):(6549-6412)(6549-6412)(6588-6549)(6459-6334)(6588-6459)','572','46.3287','1.0385'
'TAE_circ01005_Traes_4DS_73EDF4469|ta_iwgsc_4ds_v1_2275009(-):(6549-6412)(6549-6412)(6588-6549)(6459-6334)(6588-6459)','572','46.3287','1.0385'
'TAE_circ01007_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3044-2885)(3044-2885)(3113-3044)(2919-2877)(3113-2919)','628','50.0','0.7253'
'TAE_circ01008_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3044-2889)(3044-2889)(3135-3044)(2919-2877)(3135-2919)','664','50.9036','0.7245'
'TAE_circ01009_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3416-3161)(3416-3161)(3440-3416)(3260-3044)(3440-3260)','935','55.7219','1.1708'
'TAE_circ01007_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3044-2885)(3044-2885)(3113-3044)(2919-2877)(3113-2919)','628','50.0','0.7253'
'TAE_circ01008_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3044-2889)(3044-2889)(3135-3044)(2919-2877)(3135-2919)','664','50.9036','0.7245'
'TAE_circ01009_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3416-3161)(3416-3161)(3440-3416)(3257-3044)(3440-3257)','935','55.7219','1.1708'
'TAE_circ01006_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3044-2867)(3044-2867)(3092-3044)(2919-2476)(3092-2919)','1023','46.1388','0.8656'
'TAE_circ01007_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3044-2885)(3044-2885)(3113-3044)(2919-2476)(3113-2919)','1029','46.8416','0.861'
'TAE_circ01008_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3044-2889)(3044-2889)(3135-3044)(2919-2476)(3135-2919)','1065','47.5117','0.8535'
'TAE_circ01009_Traes_4DS_DBB636978|ta_iwgsc_4ds_v1_2278504(-):(3416-3161)(3416-3161)(3440-3416)(3242-3044)(3440-3242)','935','55.8289','1.166'
'TAE_circ01010_Traes_4DS_73E62EF87|ta_iwgsc_4ds_v1_2279114(+):(5438-5608)(5438-5608)','342','59.6491','0.8545'
'TAE_circ01010_Traes_4DS_73E62EF87|ta_iwgsc_4ds_v1_2279114(+):(5438-5608)(5438-5608)','342','59.6491','0.8545'
'TAE_circ01010_Traes_4DS_73E62EF87|ta_iwgsc_4ds_v1_2279114(+):(5438-5608)(5438-5608)','342','59.6491','0.8545'
'TAE_circ01010_Traes_4DS_73E62EF87|ta_iwgsc_4ds_v1_2279114(+):(5438-5608)(5438-5608)','342','59.6491','0.8545'
'TAE_circ01011_Traes_4DS_F33F58A71|ta_iwgsc_4ds_v1_2282503(+):(7359-7466)(7359-7466)','216','60.1852','0.9118'
'TAE_circ01011_Traes_4DS_F33F58A71|ta_iwgsc_4ds_v1_2282503(+):(7359-7466)(7359-7466)','216','60.1852','0.9118'
'TAE_circ01011_Traes_4DS_F33F58A71|ta_iwgsc_4ds_v1_2282503(+):(7359-7466)(7359-7466)','216','60.1852','0.9118'
'TAE_circ01012_Traes_4DS_70CD809D5|ta_iwgsc_4ds_v1_2286889(-):(5291-5166)(5291-5166)','252','74.6032','1.8485'
'TAE_circ01013_Traes_4DS_835BD1C12|ta_iwgsc_4ds_v1_2287144(-):(2533-2420)(2533-2420)','228','36.8421','0.9091'
'TAE_circ01013_Traes_4DS_835BD1C12|ta_iwgsc_4ds_v1_2287144(-):(2533-2420)(2533-2420)','228','36.8421','0.9091'
'TAE_circ01013_Traes_4DS_835BD1C12|ta_iwgsc_4ds_v1_2287144(-):(2533-2420)(2533-2420)','228','36.8421','0.9091'
'TAE_circ01014_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7307-6938)(7307-6938)(7537-7307)','971','40.4737','0.7945'
'TAE_circ01015_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7546-7264)(7546-7264)(7568-7546)(7307-6938)(7568-7307)','1221','41.3595','0.7119'
'TAE_circ01016_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7546-7507)(7546-7507)(7614-7546)','149','50.3356','0.6304'
'TAE_circ01017_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7916-7679)(7916-7679)(8036-7916)(7827-7546)(8036-7827)','1089','52.6171','1.1301'
'TAE_circ01023_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8876-8756)(8876-8756)','242','61.157','0.7619'
'TAE_circ01024_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8887-8765)(8887-8765)','246','61.7886','0.8095'
'TAE_circ01025_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8771)(8893-8771)','246','61.7886','0.8537'
'TAE_circ01026_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8793)(8893-8793)','202','64.3564','0.8056'
'TAE_circ01014_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7307-7021)(7307-7021)(7537-7307)','805','42.3602','0.7853'
'TAE_circ01015_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7546-7264)(7546-7264)(7568-7546)(7307-7021)(7568-7307)','1138','42.0914','0.7046'
'TAE_circ01016_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7546-7507)(7546-7507)(7614-7546)','149','50.3356','0.6304'
'TAE_circ01017_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7916-7679)(7916-7679)(8036-7916)(7827-7546)(8036-7827)','1089','52.6171','1.1301'
'TAE_circ01023_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8876-8756)(8876-8756)','242','61.157','0.7619'
'TAE_circ01024_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8887-8765)(8887-8765)','246','61.7886','0.8095'
'TAE_circ01025_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8771)(8893-8771)','246','61.7886','0.8537'
'TAE_circ01026_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8793)(8893-8793)','202','64.3564','0.8056'
'TAE_circ01014_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7496-7243)(7496-7243)(7537-7496)(7307-7021)(7537-7307)','1068','42.2285','0.6704'
'TAE_circ01015_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7496-7264)(7496-7264)(7568-7496)(7307-7021)(7568-7307)','1088','41.8199','0.7105'
'TAE_circ01016_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7614-7507)(7614-7507)','216','50.9259','0.7188'
'TAE_circ01017_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7916-7679)(7916-7679)(8036-7916)(7827-7496)(8036-7827)','1139','52.4144','1.1021'
'TAE_circ01023_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8876-8756)(8876-8756)','242','61.157','0.7619'
'TAE_circ01024_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8887-8765)(8887-8765)','246','61.7886','0.8095'
'TAE_circ01025_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8771)(8893-8771)','246','61.7886','0.8537'
'TAE_circ01026_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8793)(8893-8793)','202','64.3564','0.8056'
'TAE_circ01014_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7307-7133)(7307-7133)(7537-7307)','581','45.9552','0.7006'
'TAE_circ01015_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7546-7264)(7546-7264)(7568-7546)(7307-7133)(7568-7307)','1026','43.0799','0.6742'
'TAE_circ01016_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7546-7507)(7546-7507)(7614-7546)','149','50.3356','0.6304'
'TAE_circ01017_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7916-7679)(7916-7679)(8036-7916)(7827-7546)(8036-7827)','1089','52.6171','1.1301'
'TAE_circ01023_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8876-8756)(8876-8756)','242','61.157','0.7619'
'TAE_circ01024_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8887-8765)(8887-8765)','246','61.7886','0.8095'
'TAE_circ01025_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8771)(8893-8771)','246','61.7886','0.8537'
'TAE_circ01026_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8793)(8893-8793)','202','64.3564','0.8056'
'TAE_circ01014_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7496-7243)(7496-7243)(7537-7496)(7307-7133)(7537-7307)','956','43.3054','0.6364'
'TAE_circ01015_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7496-7264)(7496-7264)(7568-7496)(7307-7133)(7568-7307)','976','42.8279','0.6787'
'TAE_circ01016_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7614-7507)(7614-7507)','216','50.9259','0.7188'
'TAE_circ01017_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7916-7679)(7916-7679)(8036-7916)(7827-7496)(8036-7827)','1139','52.4144','1.1021'
'TAE_circ01023_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8876-8756)(8876-8756)','242','61.157','0.7619'
'TAE_circ01024_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8887-8765)(8887-8765)','246','61.7886','0.8095'
'TAE_circ01025_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8771)(8893-8771)','246','61.7886','0.8537'
'TAE_circ01026_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(8893-8793)(8893-8793)','202','64.3564','0.8056'
'TAE_circ01014_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7496-7243)(7496-7243)(7537-7496)(7307-6992)(7537-7307)','1097','42.2972','0.6812'
'TAE_circ01015_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7496-7264)(7496-7264)(7568-7496)(7307-6992)(7568-7307)','1117','41.8979','0.7206'
'TAE_circ01016_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7614-7507)(7614-7507)','216','50.9259','0.7188'
'TAE_circ01017_Traes_4DS_5C2095EE7|ta_iwgsc_4ds_v1_2287564(-):(7916-7679)(7916-7679)(8036-7916)(7827-7496)(8036-7827)','1139','52.4144','1.1021'
