@relation relation name
@attribute Seq Name string
@attribute Width string
@attribute GC Content string
@attribute GC Ratio string
@data
'ath_circ_014494','233','45.4936','1.2553'
'ath_circ_014495','2176','34.9724','1.1868'
'ath_circ_014496','189','46.5608','1.3158'
'ath_circ_014497','75','46.6667','1.9167'
'ath_circ_014498','5639','35.3786','1.0912'
'ath_circ_014499','363','38.5675','1.3729'
'ath_circ_014500','250','42.4','0.7377'
'ath_circ_014501','462','44.3723','1.5309'
'ath_circ_014502','135','49.6296','2.5263'
'ath_circ_014503','102','48.0392','2.2667'
'ath_circ_014504','117','42.735','0.6129'
'ath_circ_014505','462','42.6407','0.6016'
'ath_circ_014506','72','45.8333','0.2222'
'ath_circ_014507','545','40.5505','0.637'
'ath_circ_014508','545','40.9174','0.6397'
'ath_circ_014509','98','46.9388','0.3143'
'ath_circ_014510','72','48.6111','0.25'
'ath_circ_014511','72','48.6111','0.2963'
'ath_circ_014512','45','42.2222','0.2667'
'ath_circ_014513','234','47.4359','0.6087'
'ath_circ_014514','997','41.2237','1.2337'
'ath_circ_014515','168','43.4524','1.6071'
'ath_circ_014516','335','42.0896','1.1045'
'ath_circ_014517','113','41.5929','0.88'
'ath_circ_014518','62','35.4839','0.375'
'ath_circ_014519','85','41.1765','0.3462'
'ath_circ_014520','1773','36.5482','0.8151'
'ath_circ_014521','971','37.1782','0.6335'
'ath_circ_014522','85','51.7647','2.1429'
'ath_circ_014523','82','51.2195','2.0'
'ath_circ_014524','330','41.8182','0.5862'
'ath_circ_014525','958','37.5783','0.7734'
'ath_circ_014526','381','37.0079','0.8077'
'ath_circ_014527','222','41.8919','0.86'
'ath_circ_014528','104','46.1538','0.6'
'ath_circ_014529','93','43.0108','0.8182'
'ath_circ_014530','395','41.519','0.8851'
'ath_circ_014531','74','44.5946','0.5714'
'ath_circ_014532','207','33.3333','0.7692'
'ath_circ_014533','332','45.7831','1.1714'
'ath_circ_014534','335','45.6716','1.1549'
'ath_circ_014535','260','50.3846','1.5192'
'ath_circ_014536','238','51.6807','1.5625'
'ath_circ_014537','393','35.369','1.3559'
'ath_circ_014538','98','56.1224','0.4474'
'ath_circ_014539','314','45.8599','2.1304'
'ath_circ_014540','588','38.7755','1.375'
'ath_circ_014541','351','41.8803','1.2273'
'ath_circ_014542','542','37.8229','1.2283'
'ath_circ_014543','1372','39.4315','1.1554'
'ath_circ_014544','1108','39.2599','0.9954'
'ath_circ_014545','1029','35.5685','0.8673'
'ath_circ_014546','373','39.4102','0.8846'
'ath_circ_014547','888','38.4009','0.9942'
'ath_circ_014548','84','52.381','1.2'
'ath_circ_014549','455','38.9011','0.8632'
'ath_circ_014550','452','35.3982','0.6495'
'ath_circ_014551','236','35.5932','0.5273'
'ath_circ_014552','54','40.7407','0.6923'
'ath_circ_014553','178','46.0674','0.7083'
'ath_circ_014554','38','36.8421','0.5556'
'ath_circ_014555','673','39.3759','0.9485'
'ath_circ_014556','1146','39.267','0.8519'
'ath_circ_014557','577','38.3016','0.8889'
'ath_circ_014558','1138','39.8946','0.7804'
'ath_circ_014559','497','42.6559','0.7236'
'ath_circ_014560','195','45.1282','0.7255'
'ath_circ_014561','315','40.6349','0.4222'
'ath_circ_014562','315','46.9841','1.0274'
'ath_circ_014563','246','47.561','0.7727'
'ath_circ_014564','333','43.5435','0.6111'
'ath_circ_014565','137','29.927','1.2778'
'ath_circ_014566','129','45.7364','1.8095'
'ath_circ_014567','297','36.3636','2.0857'
'ath_circ_014568','468','37.3932','1.5735'
'ath_circ_014569','46','50.0','1.0909'
'ath_circ_014570','151','35.7616','1.3478'
'ath_circ_014571','294','47.9592','2.0652'
'ath_circ_014572','145','33.7931','0.8846'
'ath_circ_014573','822','40.2676','0.7989'
'ath_circ_014574','305','38.6885','0.9032'
'ath_circ_014575','497','36.4185','0.6455'
'ath_circ_014576','219','30.5936','0.675'
'ath_circ_014577','564','42.3759','0.5828'
'ath_circ_014578','618','40.2913','0.9762'
'ath_circ_014579','150','39.3333','0.9032'
'ath_circ_014580','270','39.6296','0.9107'
'ath_circ_014581','462','40.2597','0.9175'
'ath_circ_014582','111','45.045','0.8519'
'ath_circ_014583','1637','42.0281','0.801'
'ath_circ_014584','246','48.374','0.8308'
'ath_circ_014585','451','44.5676','0.8611'
'ath_circ_014586','1271','43.3517','0.8125'
'ath_circ_014587','880','42.9545','0.7746'
'ath_circ_014588','306','47.7124','0.6044'
'ath_circ_014589','549','44.9909','0.6577'
'ath_circ_014590','556','44.964','0.6556'
'ath_circ_014591','150','63.3333','6.3077'
'ath_circ_014592','192','62.5','6.0588'
'ath_circ_014593','366','63.388','5.8235'
'ath_circ_014594','368','44.2935','1.5469'
'ath_circ_014595','87','37.931','0.0645'
'ath_circ_014596','818','36.9193','1.0685'
'ath_circ_014597','353','34.5609','0.7183'
'ath_circ_014598','2227','37.1352','1.1043'
'ath_circ_014599','628','37.5796','1.2056'
'ath_circ_014600','84','44.0476','0.6818'
'ath_circ_014601','260','30.7692','1.0513'
'ath_circ_014602','525','40.9524','1.2396'
'ath_circ_014603','177','44.6328','1.3939'
'ath_circ_014604','76','44.7368','1.6154'
'ath_circ_014605','122','33.6066','0.7826'
'ath_circ_014606','188','47.3404','0.6792'
'ath_circ_014607','803','35.99','1.4492'
'ath_circ_014608','173','37.5723','0.6667'
'ath_circ_014609','733','39.1542','0.9007'
'ath_circ_014610','1294','37.3261','1.2783'
'ath_circ_014611','3432','38.3159','1.3482'
'ath_circ_014612','96','44.7917','0.9545'
'ath_circ_014613','102','50.0','0.6452'
'ath_circ_014614','175','30.8571','0.8'
'ath_circ_014615','486','40.9465','0.6723'
'ath_circ_014616','257','37.7432','0.94'
'ath_circ_014617','867','36.4475','1.2734'
'ath_circ_014618','2467','36.1978','0.7824'
'ath_circ_014619','546','39.1941','0.8609'
'ath_circ_014620','818','37.5306','0.6868'
'ath_circ_014621','1424','35.3933','0.7622'
'ath_circ_014622','1031','34.4326','0.775'
'ath_circ_014623','418','35.8852','0.6854'
'ath_circ_014624','93','36.5591','0.4783'
'ath_circ_014625','114','50.8772','0.4146'
'ath_circ_014626','675','45.037','0.567'
'ath_circ_014627','230','31.7391','0.6222'
'ath_circ_014628','216','43.5185','0.9583'
'ath_circ_014629','440','37.7273','0.8652'
'ath_circ_014630','865','36.5318','1.1351'
'ath_circ_014631','573','43.9791','0.8806'
'ath_circ_014632','97','46.3918','2.75'
'ath_circ_014633','3926','38.1814','1.0202'
'ath_circ_014634','695','37.2662','1.1583'
'ath_circ_014635','581','38.3821','1.299'
'ath_circ_014636','78','48.7179','2.8'
'ath_circ_014637','113','43.3628','1.3333'
'ath_circ_014638','113','50.4425','0.9655'
'ath_circ_014639','797','43.1619','0.678'
'ath_circ_014640','475','38.3158','1.0222'
'ath_circ_014641','311','49.1961','1.25'
'ath_circ_014642','550','42.5455','1.2718'
'ath_circ_014643','231','33.7662','1.0'
'ath_circ_014644','442','42.3077','0.9479'
'ath_circ_014645','88','50.0','1.5882'
'ath_circ_014646','640','39.0625','0.8797'
'ath_circ_014647','596','41.1074','0.8421'
'ath_circ_014648','561','38.1462','0.712'
'ath_circ_014649','230','42.6087','1.0851'
'ath_circ_014650','675','39.4074','0.7733'
'ath_circ_014651','634','42.7445','0.7152'
'ath_circ_014652','88','47.7273','1.8'
'ath_circ_014653','341','44.868','1.3182'
'ath_circ_014654','1289','41.5826','0.8547'
'ath_circ_014655','421','43.7055','1.1647'
'ath_circ_014656','1289','41.5826','0.8547'
'ath_circ_014657','789','38.6565','1.0608'
'ath_circ_014658','268','35.8209','1.0'
'ath_circ_014659','107','35.514','2.4545'
'ath_circ_014660','100','35.0','2.1818'
'ath_circ_014661','347','42.6513','0.5745'
'ath_circ_014662','582','40.8935','0.6414'
'ath_circ_014663','146','39.726','0.6111'
'ath_circ_014664','898','41.8708','0.9282'
'ath_circ_014665','393','41.4758','1.0633'
'ath_circ_014666','632','41.4557','0.9848'
'ath_circ_014667','35','48.5714','0.5455'
'ath_circ_014668','91','32.967','2.3333'
'ath_circ_014669','905','38.3425','1.2244'
'ath_circ_014670','162','43.8272','0.9189'
'ath_circ_014671','67','37.3134','2.5714'
'ath_circ_014672','882','50.3401','0.9304'
'ath_circ_014673','1250','39.36','1.0586'
'ath_circ_014674','273','31.1355','3.0476'
'ath_circ_014675','426','43.4272','1.2289'
'ath_circ_014676','4211','35.1698','1.0399'
'ath_circ_014677','4172','34.8993','1.0652'
'ath_circ_014678','4198','34.6832','1.0421'
'ath_circ_014679','4095','34.4567','1.0331'
'ath_circ_014680','59','50.8475','1.1429'
'ath_circ_014681','391','32.2251','1.4231'
'ath_circ_014682','564','37.5887','1.1856'
'ath_circ_014683','522','33.7165','1.2278'
'ath_circ_014684','398','34.6734','1.2258'
'ath_circ_014685','1025','37.4634','1.3273'
'ath_circ_014686','1025','37.4634','1.3273'
'ath_circ_014687','1556','42.9949','1.2678'
'ath_circ_014688','2992','43.0816','1.181'
'ath_circ_014689','473','41.8605','1.3294'
'ath_circ_014690','1095','38.7215','1.2553'
'ath_circ_014691','473','41.8605','1.3294'
'ath_circ_014692','1095','38.7215','1.2553'
'ath_circ_014693','958','37.3695','0.7635'
'ath_circ_014694','2238','42.0912','1.0658'
'ath_circ_014695','760','42.8947','1.2027'
'ath_circ_014696','777','40.2831','0.8092'
'ath_circ_014697','650','40.1538','0.7635'
'ath_circ_014698','217','41.0138','0.9778'
'ath_circ_014699','334','45.509','1.375'
'ath_circ_014700','262','52.6718','0.8904'
'ath_circ_014701','254','53.937','0.8514'
'ath_circ_014702','210','44.7619','1.1364'
'ath_circ_014703','539','38.2189','1.1684'
'ath_circ_014704','1867','41.4033','1.0396'
'ath_circ_014705','338','44.0828','0.8861'
'ath_circ_014706','136','44.1176','4.0'
'ath_circ_014707','261','40.9962','1.8158'
'ath_circ_014708','483','41.8219','0.8036'
'ath_circ_014709','52','44.2308','0.6429'
'ath_circ_014710','128','50.7812','6.2222'
'ath_circ_014711','519','36.4162','1.4868'
'ath_circ_014712','381','31.2336','1.125'
'ath_circ_014713','335','38.5075','1.15'
'ath_circ_014714','394','52.0305','0.8468'
'ath_circ_014715','876','37.2146','1.5669'
'ath_circ_014716','794','38.539','1.25'
'ath_circ_014717','271','34.6863','1.0'
'ath_circ_014718','100','45.0','2.75'
'ath_circ_014719','475','42.9474','1.2921'
'ath_circ_014720','644','42.0807','1.3362'
'ath_circ_014721','450','39.3333','0.8247'
'ath_circ_014722','300','38.0','0.8095'
'ath_circ_014723','1524','38.9108','0.704'
'ath_circ_014724','1075','40.6512','0.6679'
'ath_circ_014725','650','42.1538','0.5747'
'ath_circ_014726','72','43.0556','1.2143'
'ath_circ_014727','90','46.6667','0.8261'
'ath_circ_014728','90','48.8889','0.8333'
'ath_circ_014729','85','41.1765','0.2963'
'ath_circ_014730','746','39.6783','1.1606'
'ath_circ_014731','221','43.4389','0.7143'
'ath_circ_014732','537','39.6648','0.7317'
'ath_circ_014733','228','39.0351','0.6792'
'ath_circ_014734','260','43.8462','0.8387'
'ath_circ_014735','96','48.9583','1.9375'
'ath_circ_014736','614','47.8827','1.0704'
'ath_circ_014737','262','47.7099','1.193'
'ath_circ_014738','127','40.1575','1.125'
'ath_circ_014739','82','26.8293','1.2'
'ath_circ_014740','292','35.274','1.06'
'ath_circ_014741','327','37.6147','1.617'
'ath_circ_014742','89','42.6966','2.8'
'ath_circ_014743','779','37.7407','1.3333'
'ath_circ_014744','1411','36.4281','0.9323'
'ath_circ_014745','352','38.3523','0.7532'
'ath_circ_014746','324','35.1852','0.8689'
'ath_circ_014747','180','34.4444','0.7222'
'ath_circ_014748','66','48.4848','1.6667'
'ath_circ_014749','599','39.0651','0.8281'
'ath_circ_014750','312','36.2179','0.8525'
'ath_circ_014751','469','38.806','1.2469'
'ath_circ_014752','348','40.2299','1.1212'
'ath_circ_014753','134','47.0149','0.6154'
'ath_circ_014754','81','43.2099','0.5217'
'ath_circ_014755','81','43.2099','0.5909'
'ath_circ_014756','264','47.3485','0.7123'
'ath_circ_014757','132','46.2121','0.7941'
'ath_circ_014758','349','44.1261','0.8118'
'ath_circ_014759','349','44.4126','0.8235'
'ath_circ_014760','79','49.3671','0.5'
'ath_circ_014761','99','48.4848','0.7143'
'ath_circ_014762','120','45.8333','0.8333'
'ath_circ_014763','184','38.0435','0.5217'
'ath_circ_014764','124','45.1613','0.931'
'ath_circ_014765','152','47.3684','0.6364'
'ath_circ_014766','328','45.7317','0.7647'
'ath_circ_014767','371','30.9973','0.9828'
'ath_circ_014768','105','59.0476','9.3333'
'ath_circ_014769','339','40.413','1.5849'
'ath_circ_014770','1141','38.0368','1.4659'
'ath_circ_014771','357','41.7367','1.569'
'ath_circ_014772','1075','40.9302','1.4044'
'ath_circ_014773','173','42.1965','1.6071'
'ath_circ_014774','147','46.2585','3.8571'
'ath_circ_014775','504','44.6429','0.7308'
'ath_circ_014776','135','48.1481','1.0968'
'ath_circ_014777','163','42.3313','0.4681'
'ath_circ_014778','1812','38.8521','0.7913'
'ath_circ_014779','1121','39.5183','0.8008'
'ath_circ_014780','74','50.0','0.3214'
'ath_circ_014781','419','39.8568','0.8556'
'ath_circ_014782','209','43.5407','0.82'
'ath_circ_014783','219','43.379','0.9'
'ath_circ_014784','985','38.1726','0.9789'
'ath_circ_014785','724','37.5691','0.9021'
'ath_circ_014786','118','41.5254','0.5312'
'ath_circ_014787','1096','38.9599','1.1034'
'ath_circ_014788','809','36.4648','1.1691'
'ath_circ_014789','559','36.6726','1.1579'
'ath_circ_014790','238','30.6723','1.0278'
'ath_circ_014791','333','41.7417','1.3966'
'ath_circ_014792','114','51.7544','1.2692'
'ath_circ_014793','48','45.8333','4.5'
'ath_circ_014794','495','40.202','0.8091'
'ath_circ_014795','249','42.9719','0.8772'
'ath_circ_014796','462','39.6104','0.9062'
'ath_circ_014797','593','38.2799','0.8016'
'ath_circ_014798','1279','36.3565','0.8675'
'ath_circ_014799','933','36.4416','0.9101'
'ath_circ_014800','1117','36.0788','0.9659'
'ath_circ_014801','466','37.1245','1.0353'
'ath_circ_014802','163','40.4908','1.64'
'ath_circ_014803','206','38.835','1.6667'
'ath_circ_014804','90','37.7778','3.25'
'ath_circ_014805','742','40.9704','1.156'
'ath_circ_014806','725','28.6897','1.2128'
'ath_circ_014807','142','43.662','0.9375'
'ath_circ_014808','481','37.6299','0.7573'
'ath_circ_014809','983','39.9797','0.6375'
'ath_circ_014810','796','38.191','0.8882'
'ath_circ_014811','116','32.7586','1.375'
'ath_circ_014812','177','50.2825','1.6176'
'ath_circ_014813','131','48.0916','1.4231'
'ath_circ_014814','76','43.4211','1.75'
'ath_circ_014815','170','44.1176','1.5'
'ath_circ_014816','420','45.4762','1.5132'
'ath_circ_014817','232','43.9655','1.04'
'ath_circ_014818','244','45.082','1.1154'
'ath_circ_014819','1867','39.4215','1.2857'
'ath_circ_014820','558','37.276','0.664'
'ath_circ_014821','1558','35.4942','0.7335'
'ath_circ_014822','3130','34.8562','0.7798'
'ath_circ_014823','1255','34.8207','0.7837'
'ath_circ_014824','775','34.1935','0.7434'
'ath_circ_014825','449','36.3029','0.6979'
'ath_circ_014826','438','36.5297','0.6842'
'ath_circ_014827','438','36.5297','0.6842'
'ath_circ_014828','69','49.2754','2.4'
'ath_circ_014829','550','35.2727','0.7963'
'ath_circ_014830','414','37.1981','0.7701'
'ath_circ_014831','2268','36.3316','0.8434'
'ath_circ_014832','1894','37.2228','0.8407'
'ath_circ_014833','496','38.9113','0.7545'
'ath_circ_014834','222','43.6937','1.1556'
'ath_circ_014835','684','42.8363','0.9664'
'ath_circ_014836','72','47.2222','1.4286'
'ath_circ_014837','449','38.3073','0.9326'
'ath_circ_014838','922','38.7202','0.785'
'ath_circ_014839','1896','39.2405','0.8507'
'ath_circ_014840','747','41.2316','0.8333'
'ath_circ_014841','2356','36.2479','0.9062'
'ath_circ_014842','749','37.2497','1.1136'
'ath_circ_014843','1135','36.9163','0.9488'
'ath_circ_014844','3508','37.7708','0.793'
'ath_circ_014845','1393','38.1192','0.7939'
'ath_circ_014846','413','43.0993','0.633'
'ath_circ_014847','1327','39.4876','0.6795'
'ath_circ_014848','322','44.4099','1.3833'
'ath_circ_014849','909','38.0638','1.2614'
'ath_circ_014850','1044','36.7816','1.0535'
'ath_circ_014851','168','43.4524','1.7037'
'ath_circ_014852','81','41.9753','0.7'
'ath_circ_014853','126','48.4127','0.4524'
'ath_circ_014854','65','35.3846','0.4375'
'ath_circ_014855','273','50.5495','0.725'
'ath_circ_014856','273','50.5495','0.7468'
'ath_circ_014857','273','50.5495','0.7692'
'ath_circ_014858','707','38.331','0.922'
'ath_circ_014859','586','48.2935','0.6746'
'ath_circ_014860','803','46.0772','0.7961'
'ath_circ_014861','2518','39.2772','1.0519'
'ath_circ_014862','1816','36.5639','1.274'
'ath_circ_014863','378','40.2116','1.5333'
'ath_circ_014864','107','43.9252','1.9375'
'ath_circ_014865','486','39.3004','1.3875'
'ath_circ_014866','141','43.2624','2.3889'
'ath_circ_014867','147','45.5782','2.1905'
'ath_circ_014868','1039','43.2146','0.8631'
'ath_circ_014869','317','43.2177','1.2833'
'ath_circ_014870','1039','43.2146','0.8631'
'ath_circ_014871','120','50.0','0.3636'
'ath_circ_014872','2194','37.6481','0.9714'
'ath_circ_014873','822','36.253','0.7844'
'ath_circ_014874','135','39.2593','0.7667'
'ath_circ_014875','813','36.9004','0.8072'
'ath_circ_014876','279','39.7849','0.6567'
'ath_circ_014877','1229','39.8698','1.4747'
'ath_circ_014878','563','36.5897','1.3146'
'ath_circ_014879','2768','35.1517','1.2317'
'ath_circ_014880','344','36.9186','1.5918'
'ath_circ_014881','647','35.2396','1.303'
'ath_circ_014882','1367','33.7966','1.2647'
'ath_circ_014883','1781','34.6996','1.2804'
'ath_circ_014884','367','34.0599','1.1552'
'ath_circ_014885','805','33.6646','1.2583'
'ath_circ_014886','488','41.8033','0.9615'
'ath_circ_014887','319','38.8715','1.9524'
'ath_circ_014888','302','40.0662','1.283'
'ath_circ_014889','1391','38.6772','1.2231'
'ath_circ_014890','845','40.8284','1.2697'
'ath_circ_014891','495','40.202','1.314'
'ath_circ_014892','781','35.5954','1.224'
'ath_circ_014893','865','35.7225','1.3409'
'ath_circ_014894','304','38.8158','1.5652'
'ath_circ_014895','958','45.8246','1.152'
'ath_circ_014896','134','35.0746','1.2381'
'ath_circ_014897','1153','38.595','1.0892'
'ath_circ_014898','66','46.9697','0.6316'
'ath_circ_014899','152','52.6316','4.7143'
'ath_circ_014900','744','37.5','1.0977'
'ath_circ_014901','692','42.052','0.9662'
'ath_circ_014902','507','42.4063','1.0476'
'ath_circ_014903','963','40.4984','0.95'
'ath_circ_014904','1187','39.7641','0.9187'
'ath_circ_014905','525','40.1905','0.7583'
'ath_circ_014906','1408','37.642','0.7905'
'ath_circ_014907','158','34.1772','1.16'
'ath_circ_014908','842','37.1734','0.7104'
'ath_circ_014909','594','36.532','0.5839'
'ath_circ_014910','566','37.1025','0.75'
'ath_circ_014911','90','43.3333','0.4444'
'ath_circ_014912','65','47.6923','1.0667'
'ath_circ_014913','562','39.3238','1.0091'
'ath_circ_014914','673','39.3759','0.9203'
'ath_circ_014915','339','41.5929','0.8312'
'ath_circ_014916','397','33.5013','1.0781'
'ath_circ_014917','681','37.2981','0.9098'
'ath_circ_014918','58','46.5517','1.7'
'ath_circ_014919','12591','40.3701','1.0259'
'ath_circ_014920','475','35.1579','1.7833'
'ath_circ_014921','128','50.0','0.4884'
'ath_circ_014922','2049','40.7516','1.209'
'ath_circ_014923','275','41.0909','1.26'
'ath_circ_014924','417','46.5228','1.3373'
'ath_circ_014925','417','46.5228','1.3373'
'ath_circ_014926','630','30.0','1.3924'
'ath_circ_014927','1388','35.5908','1.1111'
'ath_circ_014928','318','34.5912','1.2449'
'ath_circ_014929','319','43.5737','0.8533'
'ath_circ_014930','100','40.0','0.4815'
'ath_circ_014931','315','43.1746','0.6585'
'ath_circ_014932','574','43.554','0.9531'
'ath_circ_014933','232','42.2414','0.96'
'ath_circ_014934','30','50.0','0.875'
'ath_circ_014935','2639','33.6491','0.9955'
'ath_circ_014936','864','36.9213','0.7337'
'ath_circ_014937','503','37.3757','0.6637'
'ath_circ_014938','719','37.274','0.707'
'ath_circ_014939','116','43.1034','0.8519'
'ath_circ_014940','507','39.8422','2.8113'
'ath_circ_014941','144','46.5278','2.35'
'ath_circ_014942','684','41.0819','0.6928'
'ath_circ_014943','684','41.0819','0.6928'
'ath_circ_014944','669','43.4978','1.3468'
'ath_circ_014945','613','31.9739','1.5455'
'ath_circ_014946','88','52.2727','1.3'
'ath_circ_014947','680','39.5588','1.5619'
'ath_circ_014948','1666','38.0552','1.2806'
'ath_circ_014949','683','39.3851','1.187'
'ath_circ_014950','90','43.3333','1.7857'
'ath_circ_014951','1188','37.2054','0.991'
'ath_circ_014952','681','40.0881','0.9783'
'ath_circ_014953','792','40.2778','0.9217'
'ath_circ_014954','236','38.5593','0.82'
'ath_circ_014955','67','47.7612','0.3913'
'ath_circ_014956','1914','38.0878','1.042'
'ath_circ_014957','67','44.7761','1.3077'
'ath_circ_014958','1695','38.5841','0.8793'
'ath_circ_014959','206','34.466','1.0882'
'ath_circ_014960','81','46.9136','1.2353'
'ath_circ_014961','701','35.806','0.9764'
'ath_circ_014962','1048','36.8321','0.8829'
'ath_circ_014963','881','36.5494','0.8506'
'ath_circ_014964','1481','38.42','0.7726'
'ath_circ_014965','2194','37.01','0.7925'
'ath_circ_014966','1138','37.2583','0.812'
'ath_circ_014967','2194','37.01','0.7925'
'ath_circ_014968','762','37.4016','0.8506'
'ath_circ_014969','65','38.4615','0.3158'
'ath_circ_014970','418','38.2775','0.6842'
'ath_circ_014971','72','45.8333','0.2222'
'ath_circ_014972','68','44.1176','0.2'
'ath_circ_014973','205','36.5854','1.4194'
'ath_circ_014974','541','40.4806','1.1683'
'ath_circ_014975','1402','38.7304','1.0646'
'ath_circ_014976','2460','40.2846','1.0266'
'ath_circ_014977','68','36.7647','1.7778'
'ath_circ_014978','284','42.6056','1.814'
'ath_circ_014979','123','45.5285','0.4737'
'ath_circ_014980','95','44.2105','1.2105'
'ath_circ_014981','139','38.1295','0.5143'
'ath_circ_014982','1498','37.984','1.1074'
'ath_circ_014983','1095','37.2603','0.686'
'ath_circ_014984','389','39.5887','0.6739'
'ath_circ_014985','89','42.6966','0.7273'
'ath_circ_014986','1229','37.4288','1.0354'
'ath_circ_014987','1925','35.3766','0.8709'
'ath_circ_014988','237','37.5527','0.8163'
'ath_circ_014989','1150','34.0','0.9356'
'ath_circ_014990','460','36.087','0.7474'
'ath_circ_014991','799','36.6708','0.7975'
'ath_circ_014992','90','41.1111','1.0556'
'ath_circ_014993','306','31.3725','1.3415'
'ath_circ_014994','722','38.7812','0.8421'
'ath_circ_014995','315','40.9524','0.6329'
'ath_circ_014996','5483','37.0782','1.1266'
'ath_circ_014997','5391','37.0247','1.0748'
'ath_circ_014998','8696','37.569','1.0796'
'ath_circ_014999','3090','38.8673','1.0923'
'ath_circ_015000','414','40.8213','0.9425'
'ath_circ_015001','84','38.0952','2.5556'
'ath_circ_015002','213','53.0516','0.9153'
'ath_circ_015003','308','44.4805','1.0758'
'ath_circ_015004','728','36.4011','0.9485'
'ath_circ_015005','114','40.3509','0.5333'
'ath_circ_015006','649','36.98','0.7266'
'ath_circ_015007','679','41.2371','0.6374'
'ath_circ_015008','120','50.8333','0.4186'
'ath_circ_015009','1053','41.9753','1.0948'
'ath_circ_015010','1524','41.273','1.0225'
'ath_circ_015011','304','41.4474','0.8806'
'ath_circ_015012','802','37.6559','0.8758'
'ath_circ_015013','305','42.9508','0.8194'
'ath_circ_015014','171','42.6901','0.5208'
'ath_circ_015015','833','37.2149','0.8023'
'ath_circ_015016','86','43.0233','0.6818'
'ath_circ_015017','92','36.9565','0.619'
'ath_circ_015018','530','38.1132','1.1263'
'ath_circ_015019','776','39.5619','1.0604'
'ath_circ_015020','1296','36.4198','0.8956'
'ath_circ_015021','2267','37.0093','0.9025'
'ath_circ_015022','1379','36.4032','1.083'
'ath_circ_015023','1715','37.0262','0.9479'
'ath_circ_015024','36','41.6667','0.3636'
'ath_circ_015025','755','38.9404','1.3333'
'ath_circ_015026','220','48.1818','1.7895'
'ath_circ_015027','138','44.2029','2.3889'
'ath_circ_015028','112','39.2857','3.4'
'ath_circ_015029','127','43.3071','1.2917'
'ath_circ_015030','352','37.7841','1.1452'
'ath_circ_015031','110','42.7273','1.1364'
'ath_circ_015032','424','39.6226','1.8475'
'ath_circ_015033','959','37.8519','1.4527'
'ath_circ_015034','1367','37.82','1.2978'
'ath_circ_015035','629','42.1304','0.8929'
'ath_circ_015036','877','40.821','0.9144'
'ath_circ_015037','1457','38.092','0.9892'
'ath_circ_015038','1619','37.0599','0.8927'
'ath_circ_015039','1137','38.5224','0.825'
'ath_circ_015040','363','36.0882','0.5412'
'ath_circ_015041','587','37.4787','0.8182'
'ath_circ_015042','356','38.2022','1.566'
'ath_circ_015043','71','42.2535','1.0'
'ath_circ_015044','347','39.7695','1.3'
'ath_circ_015045','162','50.6173','4.125'
'ath_circ_015046','162','51.2346','4.1875'
'ath_circ_015047','886','38.9391','1.0058'
'ath_circ_015048','561','40.82','0.9573'
'ath_circ_015049','569','40.7733','0.9496'
'ath_circ_015050','714','40.7563','1.035'
'ath_circ_015051','721','36.7545','0.7785'
'ath_circ_015052','414','43.4783','0.9355'
'ath_circ_015053','118','44.9153','0.7667'
'ath_circ_015054','1652','35.5327','0.9246'
'ath_circ_015055','220','35.4545','1.1667'
'ath_circ_015056','89','43.8202','1.2941'
'ath_circ_015057','252','40.4762','2.0'
'ath_circ_015058','57','45.614','0.625'
'ath_circ_015059','419','40.5728','0.9101'
'ath_circ_015060','514','36.1868','0.7714'
'ath_circ_015061','113','43.3628','0.5806'
'ath_circ_015062','769','35.3706','0.5543'
'ath_circ_015063','1097','38.1039','0.6077'
'ath_circ_015064','54','38.8889','0.5'
'ath_circ_015065','277','42.2383','1.1667'
'ath_circ_015066','367','50.4087','1.9839'
'ath_circ_015067','90','55.5556','7.3333'
'ath_circ_015068','150','56.6667','6.7273'
'ath_circ_015069','45','53.3333','11.0'
'ath_circ_015070','150','58.6667','7.0'
'ath_circ_015071','111','59.4595','12.2'
'ath_circ_015072','78','58.9744','10.5'
'ath_circ_015073','78','58.9744','10.5'
'ath_circ_015074','114','57.8947','15.5'
'ath_circ_015075','105','50.4762','5.625'
'ath_circ_015076','75','50.6667','4.4286'
'ath_circ_015077','150','49.3333','5.1667'
'ath_circ_015078','149','51.0067','1.7143'
'ath_circ_015079','149','51.0067','1.8148'
'ath_circ_015080','105','44.7619','1.35'
'ath_circ_015081','103','44.6602','1.4211'
'ath_circ_015082','598','39.4649','1.1071'
'ath_circ_015083','1822','40.8891','0.7245'
'ath_circ_015084','1001','40.6593','0.5594'
'ath_circ_015085','79','37.9747','2.0'
'ath_circ_015086','675','39.5556','1.0227'
'ath_circ_015087','983','38.352','0.885'
'ath_circ_015088','386','37.8238','1.0563'
'ath_circ_015089','712','38.0618','0.922'
'ath_circ_015090','39','48.7179','0.7273'
'ath_circ_015091','1898','38.8303','1.0587'
'ath_circ_015092','895','39.2179','1.0526'
'ath_circ_015093','269','44.6097','0.7143'
'ath_circ_015094','135','45.9259','1.0'
'ath_circ_015095','8940','30.9843','1.1242'
'ath_circ_015096','8966','30.571','1.1347'
'ath_circ_015097','8955','30.5193','1.1285'
'ath_circ_015098','8500','30.7176','1.1384'
'ath_circ_015099','142','53.5211','0.8537'
'ath_circ_015100','479','38.6221','0.6972'
'ath_circ_015101','326','38.0368','0.7465'
'ath_circ_015102','313','38.3387','1.7273'
