,Seq Name,Width,GC Content,GC Ratio
0,HVU_circ00001_MLOC_65169|Chr1(+):(526316-526391)(526316-526391)(526493-526522)(526610-526875),448,43.5268,1.2414
3528,HVU_circ01554_MLOC_66585|Chr6(+):(95228714-95232275)(95228714-95232275),7124,40.7355,0.9715
3529,HVU_circ01555_MLOC_77846|Chr6(-):(108762127-108760006)(108762127-108760006),4244,48.3506,0.9506
3530,HVU_circ01555_MLOC_77846|Chr6(-):(108762128-108761597)(108762128-108761597),1064,63.9098,0.8478
3531,HVU_circ01556_MLOC_56130|Chr6(-):(110574571-110574483)(110574571-110574483)(110574389-110574315)(110573772-110573376),650,48.7692,1.6417
3532,HVU_circ01556_MLOC_56130|Chr6(-):(110574571-110574315)(110574571-110574315)(110573772-110573435),852,45.5399,1.425
3533,HVU_circ01557_MLOC_14015|Chr6(-):(112302575-112302387)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300694-112300189),1758,39.818,1.0896
3534,HVU_circ01557_MLOC_14015|Chr6(-):(112302575-112302387)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300667-112300189)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300667-112300584)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300694-112300584),4052,39.8815,1.0745
3535,HVU_circ01558_MLOC_14015|Chr6(-):(112303083-112302756)(112303083-112302756)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300694-112300189),2225,39.5506,1.1053
3536,HVU_circ01558_MLOC_14015|Chr6(-):(112303083-112302756)(112303083-112302756)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300667-112300189)(112303583-112302756)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300667-112300584)(112303583-112302756)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300694-112300584),6175,40.1619,1.0701
3537,HVU_circ01559_MLOC_14015|Chr6(-):(112304088-112303676)(112304088-112303676)(112303583-112303178)(112303083-112302756)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300694-112300189),3129,39.8849,1.1188
3538,HVU_circ01559_MLOC_14015|Chr6(-):(112304088-112303676)(112304088-112303676)(112303583-112303178)(112303083-112302756)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300667-112300189)(112304652-112303676)(112303583-112302756)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300667-112300584)(112304652-112303676)(112303583-112302756)(112302575-112302387)(112301938-112301674)(112301562-112301353)(112301282-112301061)(112300970-112300794)(112300694-112300584),9033,41.5366,1.1452
3539,HVU_circ01560_MLOC_56742|Chr6(-):(116639899-116639201)(116639899-116639201)(116639048-116638941)(116638790-116638659)(116638552-116638376),1815,43.9669,1.313
3540,HVU_circ01561_MLOC_68595|Chr6(-):(120545899-120541784)(120545899-120541784),8232,45.4325,0.9643
3541,HVU_circ01561_MLOC_68595|Chr6(-):(120544132-120542923)(120544132-120542923),2420,47.7686,0.9461
3542,HVU_circ01562_MLOC_68595|Chr6(-):(120545899-120541784)(120545899-120541784),8232,45.4325,0.9643
3543,HVU_circ01562_MLOC_68595|Chr6(-):(120544132-120542923)(120544132-120542923),2420,47.7686,0.9461
3544,HVU_circ01563_MLOC_68595|Chr6(-):(120545899-120541784)(120545899-120541784),8232,45.4325,0.9643
3545,HVU_circ01563_MLOC_68595|Chr6(-):(120545700-120545019)(120545700-120545019)(120544132-120542923),2574,53.9239,0.9358
3546,HVU_circ01564_MLOC_62427|Chr6(-):(120574161-120573546)(120574161-120573546),1232,47.8896,1.0486
3547,HVU_circ01565_MLOC_4931|Chr6(-):(128286863-128285467)(128286863-128285467),2794,56.5497,1.0
3548,HVU_circ01565_MLOC_4931|Chr6(-):(128286362-128285561)(128286362-128285561)(128286229-128285716),2118,48.8196,0.9961
3549,HVU_circ01566_MLOC_4755|Chr6(-):(158383543-158382929)(158383543-158382929),1230,42.7642,1.5288
3550,HVU_circ01566_MLOC_4755|Chr6(-):(158384635-158382929)(158384635-158382929),3414,52.1383,1.114
3551,HVU_circ01567_MLOC_62667|Chr6(+):(165255123-165255756)(165255123-165255756),1268,44.4795,1.4737
3552,HVU_circ01567_MLOC_62667|Chr6(+):(165255123-165255733)(165255123-165255733),1222,45.1718,1.4425
3553,HVU_circ01567_MLOC_62667|Chr6(+):(165255123-165255498)(165255123-165255498),752,46.0106,1.7031
3554,HVU_circ01567_MLOC_62667|Chr6(+):(165255123-165255402)(165255123-165255402),560,47.5,2.0227
3555,HVU_circ01568_MLOC_67303|Chr6(-):(167392338-167392102)(167392338-167392102),474,44.3038,1.8378
3556,HVU_circ01568_MLOC_67303|Chr6(-):(167393176-167390622)(167393176-167390622),5110,40.8611,1.3408
3557,HVU_circ01569_MLOC_70032|Chr6(-):(167473452-167473321)(167473452-167473321)(167473094-167472978)(167472308-167471863),827,44.3773,1.2937
3558,HVU_circ01570_MLOC_59647|Chr6(-):(167622171-167620977)(167622171-167620977),2390,60.0,1.0603
3559,HVU_circ01570_MLOC_59647|Chr6(-):(167622056-167619413)(167622056-167619413),5288,48.4493,1.1602
3560,HVU_circ01571_MLOC_19066|Chr6(-):(167773445-167773350)(167773445-167773350)(167773160-167773118)(167773004-167772849)(167772729-167772649)(167771844-167771746),571,41.5061,1.9259
3561,HVU_circ01572_MLOC_67009|Chr6(-):(175373044-175372727)(175373044-175372727)(175372571-175372413)(175372336-175372003),1129,49.8671,1.2886
3562,HVU_circ01573_MLOC_67009|Chr6(-):(175373550-175373290)(175373550-175373290)(175373044-175372727),840,47.1429,1.3571
3563,HVU_circ01574_MLOC_6224|Chr6(-):(175458119-175458011)(175458119-175458011)(175457889-175457773)(175457332-175457267)(175456103-175456041)(175455957-175455913)(175455484-175455423),571,43.958,1.0744
3564,HVU_circ01575_MLOC_36465|Chr6(+):(175786684-175787253)(175786684-175787253),1140,47.7193,1.2295
3565,HVU_circ01576_MLOC_9787|Chr6(+):(176705414-176709160)(176705414-176709160),7494,43.0745,1.2959
3566,HVU_circ01576_MLOC_9787|Chr6(+):(176705414-176708725)(176705414-176708725),6624,42.8442,1.3262
3567,HVU_circ01576_MLOC_9787|Chr6(+):(176705414-176709038)(176705414-176709038),7250,43.1172,1.319
3568,HVU_circ01576_MLOC_9787|Chr6(+):(176706093-176708951)(176706093-176708951),5718,43.6516,1.2941
3569,HVU_circ01577_MLOC_9787|Chr6(+):(176705414-176709160)(176705414-176709160),7494,43.0745,1.2959
3570,HVU_circ01577_MLOC_9787|Chr6(+):(176705414-176708725)(176705414-176708725),6624,42.8442,1.3262
3571,HVU_circ01577_MLOC_9787|Chr6(+):(176705414-176709038)(176705414-176709038),7250,43.1172,1.319
3572,HVU_circ01577_MLOC_9787|Chr6(+):(176706093-176708951)(176706093-176708951),5718,43.6516,1.2941
3573,HVU_circ01578_MLOC_61666|Chr6(-):(201078716-201076535)(201078716-201076535),4364,42.6673,1.1854
3574,HVU_circ01579_MLOC_51300|Chr6(-):(209313043-209312802)(209313043-209312802)(209312690-209312552)(209312464-209312408),680,44.8529,1.3106
3575,HVU_circ01580_MLOC_58614|Chr6(-):(228985250-228983623)(228985250-228983623),3256,46.8673,0.9767
3576,HVU_circ01581_MLOC_58614|Chr6(-):(228991232-228990179)(228991232-228990179),2108,44.9715,1.4184
3577,HVU_circ01582_MLOC_38841|Chr6(+):(229279601-229279675)(229279601-229279675)(229279798-229279867)(229279968-229280033),286,46.1538,1.75
3578,HVU_circ01582_MLOC_38841|Chr6(+):(229279604-229279675)(229279604-229279675)(229279798-229279867)(229279968-229280033),280,45.7143,1.7826
3579,HVU_circ01583_MLOC_70636|Chr6(-):(237831662-237831126)(237831662-237831126)(237830817-237830629),1263,43.2304,1.4159
3580,HVU_circ01583_MLOC_70636|Chr6(-):(237831662-237830629)(237831662-237830629),2068,41.3926,1.2888
3581,HVU_circ01584_MLOC_58525|Chr6(-):(244807931-244806866)(244807931-244806866),2132,61.4447,0.8245
3582,HVU_circ01585_MLOC_58680|Chr6(+):(244852896-244853630)(244852896-244853630)(244853867-244854150)(244852896-244853630)(244853867-244853975)(244852896-244853630)(244853867-244854144)(244852896-244853630)(244853867-244853975),4455,41.6162,1.1533
3583,HVU_circ01586_MLOC_57991|Chr6(-):(245679555-245678470)(245679555-245678470),2172,47.4217,1.2294
3584,HVU_circ01587_MLOC_57991|Chr6(-):(245679555-245678470)(245679555-245678470),2172,47.4217,1.2294
3585,HVU_circ01588_MLOC_63134|Chr6(-):(245897198-245897017)(245897198-245897017)(245896924-245896672),617,47.9741,1.4463
3586,HVU_circ01588_MLOC_63134|Chr6(-):(245897198-245897017)(245897198-245897017)(245896924-245896551),738,46.6125,1.3889
3587,HVU_circ01589_MLOC_7170|Chr6(-):(245931684-245931158)(245931684-245931158)(245931076-245931010)(245930932-245930867)(245930770-245930594)(245930484-245930404)(245930310-245930268)(245930184-245930138)(245929661-245929580),1617,56.6481,0.725
3588,HVU_circ01589_MLOC_7170|Chr6(-):(245931842-245931158)(245931842-245931158)(245931076-245931010)(245930932-245930867)(245930770-245930724)(245930639-245930594)(245930484-245930404)(245930310-245930268)(245930184-245930138)(245929661-245929580)(245929651-245929580),1921,53.67,0.7654
3589,HVU_circ01589_MLOC_7170|Chr6(-):(245931679-245931010)(245931679-245931010)(245930932-245930867)(245930770-245930724)(245930639-245930594)(245930484-245930404)(245930310-245930268)(245930184-245930138)(245929661-245929580),1752,56.3356,0.7377
3590,HVU_circ01590_MLOC_51752|Chr6(+):(246154258-246154618)(246154258-246154618)(246154710-246154858)(246155423-246155518)(246155593-246155663)(246155802-246155863)(246156012-246156075)(246158642-246158726)(246158802-246158928)(246159027-246159100)(246159617-246159671)(246160280-246160386)(246161431-246161617)(246154258-246154618)(246154710-246154858)(246155423-246155518)(246155593-246155663)(246155802-246155863)(246156012-246156075)(246158642-246158726)(246158802-246158928)(246159027-246159100)(246159617-246159837)(246154269-246154618)(246154710-246154921)(246155423-246155518)(246155593-246155663)(246155802-246155863)(246156012-246156075)(246158642-246158726)(246158802-246158928)(246159027-246159100)(246159617-246159671)(246160280-246160386)(246161431-246161613)(246154616-246154858)(246155423-246155518)(246155593-246155663)(246155802-246155863)(246156012-246156075)(246158642-246158726)(246158802-246158928)(246159027-246159100)(246159617-246159671)(246160280-246160386)(246161431-246161470),5619,40.4698,1.1312
3591,HVU_circ01591_MLOC_51752|Chr6(+):(246158642-246158726)(246158642-246158726)(246158802-246158928)(246159027-246159100)(246159617-246159671)(246160280-246160386)(246161431-246161617)(246158642-246158726)(246158802-246158928)(246159027-246159100)(246159617-246159837)(246158642-246158726)(246158802-246158928)(246159027-246159100)(246159617-246159671)(246160280-246160386)(246161431-246161613)(246158642-246158726)(246158802-246158928)(246159027-246159100)(246159617-246159671)(246160280-246160386)(246161431-246161470),2346,43.4783,1.0
3592,HVU_circ01592_MLOC_58024|Chr6(-):(247124374-247124240)(247124374-247124240)(247124096-247123932)(247123753-247123631)(247123094-247123023)(247122919-247122685),865,42.8902,1.708
3593,HVU_circ01593_MLOC_65087|Chr6(+):(247428865-247429151)(247428865-247429151),574,40.4181,1.5778
3594,HVU_circ01593_MLOC_65087|Chr6(+):(247428865-247429151)(247428865-247429151)(247428865-247428876),586,40.4437,1.6044
3595,HVU_circ01593_MLOC_65087|Chr6(+):(247428865-247429246)(247428865-247429246)(247428865-247428876),776,41.366,1.5276
3596,HVU_circ01594_MLOC_7525|Chr6(-):(248293474-248289295)(248293474-248289295),8360,40.0,1.1111
3597,HVU_circ01594_MLOC_7525|Chr6(-):(248294300-248289457)(248294300-248289457),9688,44.3022,1.0094
3598,HVU_circ01594_MLOC_7525|Chr6(-):(248291233-248289644)(248291233-248289644),3180,40.6289,1.1751
3599,HVU_circ01594_MLOC_7525|Chr6(-):(248290129-248289644)(248290129-248289644),972,44.6502,1.3085
3600,HVU_circ01594_MLOC_7525|Chr6(-):(248290129-248289651)(248290129-248289651),958,44.8852,1.337
3601,HVU_circ01594_MLOC_7525|Chr6(-):(248291233-248289715)(248291233-248289715),3038,40.6847,1.1684
3602,HVU_circ01594_MLOC_7525|Chr6(-):(248290129-248289715)(248290129-248289715),830,45.5422,1.3049
3603,HVU_circ01595_MLOC_7525|Chr6(-):(248293474-248289295)(248293474-248289295),8360,40.0,1.1111
3604,HVU_circ01595_MLOC_7525|Chr6(-):(248294300-248289457)(248294300-248289457),9688,44.3022,1.0094
3605,HVU_circ01595_MLOC_7525|Chr6(-):(248291233-248289644)(248291233-248289644),3180,40.6289,1.1751
3606,HVU_circ01595_MLOC_7525|Chr6(-):(248291233-248290675)(248291233-248290675),1118,42.7549,1.2762
3607,HVU_circ01595_MLOC_7525|Chr6(-):(248291233-248289715)(248291233-248289715),3038,40.6847,1.1684
3608,HVU_circ01596_MLOC_17056|Chr6(-):(248890048-248889608)(248890048-248889608),882,46.0317,1.4756
3609,HVU_circ01597_MLOC_67067|Chr6(-):(249286385-249282042)(249286385-249282042),8688,54.7882,0.9413
3610,HVU_circ01597_MLOC_67067|Chr6(-):(249286388-249285775)(249286388-249285775)(249284102-249282057),3274,60.3543,0.8765
3611,HVU_circ01598_MLOC_58168|Chr6(-):(249593013-249592001)(249593013-249592001)(249593013-249592487)(249592404-249592354),2604,51.1521,1.25
3612,HVU_circ01599_MLOC_8487|Chr6(+):(250262767-250265892)(250262767-250265892),6252,42.3544,1.5364
3613,HVU_circ01600_MLOC_17939|Chr6(-):(259147516-259147257)(259147516-259147257)(259147174-259146979),716,52.3743,0.8844
3614,HVU_circ01601_MLOC_17939|Chr6(-):(259147516-259147257)(259147516-259147257)(259147174-259146979),716,52.3743,0.8844
3615,HVU_circ01602_MLOC_54213|Chr6(-):(259820624-259819802)(259820624-259819802)(259811055-259810970)(259810633-259810311),2055,64.3796,0.7227
3616,HVU_circ01602_MLOC_54213|Chr6(-):(259820669-259819805)(259820669-259819805)(259811055-259810970)(259810633-259810311),2139,64.2824,0.6892
3617,HVU_circ01602_MLOC_54213|Chr6(-):(259820618-259819805)(259820618-259819805)(259811050-259810970)(259810633-259810311),2032,64.6161,0.7231
3618,HVU_circ01603_MLOC_59982|Chr6(-):(260194243-260193902)(260194243-260193902),684,45.0292,1.4839
3619,HVU_circ01604_MLOC_7493|Chr6(+):(260427312-260427637)(260427312-260427637),652,60.4294,2.7885
3620,HVU_circ01604_MLOC_7493|Chr6(+):(260427312-260427518)(260427312-260427518),414,69.5652,2.7895
3621,HVU_circ01605_MLOC_7493|Chr6(+):(260430103-260431207)(260430103-260431207),2210,49.7738,1.957
3622,HVU_circ01605_MLOC_7493|Chr6(+):(260430103-260431070)(260430103-260431070),1936,51.0331,2.0122
3623,HVU_circ01605_MLOC_7493|Chr6(+):(260428644-260431830)(260428644-260431830),6374,40.4456,1.4981
3624,HVU_circ01606_MLOC_61064|Chr6(-):(260508343-260508246)(260508343-260508246)(260508172-260508102)(260507916-260507850)(260507775-260507653)(260507251-260507191)(260506429-260506264),684,46.4912,1.1931
3625,HVU_circ01607_MLOC_4586|Chr6(-):(267599588-267597371)(267599588-267597371),4436,51.1722,1.0562
3626,HVU_circ01607_MLOC_4586|Chr6(-):(267598866-267597643)(267598866-267597643),2448,47.3856,1.7885
3627,HVU_circ01608_MLOC_63502|Chr6(+):(268555121-268556210)(268555121-268556210)(268556330-268556415),2266,43.7335,0.9508
3628,HVU_circ01608_MLOC_63502|Chr6(+):(268555121-268555593)(268555121-268555593)(268555775-268556210)(268556330-268556415),1468,44.2098,1.0868
3629,HVU_circ01608_MLOC_63502|Chr6(+):(268555123-268555846)(268555123-268555846)(268555935-268556244)(268556330-268556410),1839,42.6319,0.9698
3630,HVU_circ01608_MLOC_63502|Chr6(+):(268555123-268556244)(268555123-268556244)(268556330-268556415),2330,43.9056,0.9375
3631,HVU_circ01608_MLOC_63502|Chr6(+):(268555124-268555164)(268555124-268555164)(268555508-268556210)(268556330-268556417),873,46.0481,0.9803
3632,HVU_circ01608_MLOC_63502|Chr6(+):(268555125-268555593)(268555125-268555593)(268555775-268555846)(268555935-268556210)(268556330-268556417),1374,44.687,1.11
3633,HVU_circ01609_MLOC_63502|Chr6(+):(268555121-268556210)(268555121-268556210)(268556330-268556415),2266,43.7335,0.9508
3634,HVU_circ01609_MLOC_63502|Chr6(+):(268555121-268555593)(268555121-268555593)(268555775-268556210)(268556330-268556415),1468,44.2098,1.0868
3635,HVU_circ01609_MLOC_63502|Chr6(+):(268555123-268555846)(268555123-268555846)(268555935-268556244)(268556330-268556410),1839,42.6319,0.9698
3636,HVU_circ01609_MLOC_63502|Chr6(+):(268555123-268556244)(268555123-268556244)(268556330-268556415),2330,43.9056,0.9375
3637,HVU_circ01609_MLOC_63502|Chr6(+):(268555508-268556210)(268555508-268556210)(268556330-268556417),1494,45.917,0.8743
3638,HVU_circ01609_MLOC_63502|Chr6(+):(268555125-268555593)(268555125-268555593)(268555775-268555846)(268555935-268556210)(268556330-268556417),1374,44.687,1.11
3639,HVU_circ01610_MLOC_63502|Chr6(+):(268555121-268556210)(268555121-268556210),2180,43.3945,0.9228
3640,HVU_circ01610_MLOC_63502|Chr6(+):(268555121-268555593)(268555121-268555593)(268555775-268556210),1382,43.7048,1.0475
3641,HVU_circ01610_MLOC_63502|Chr6(+):(268555123-268555846)(268555123-268555846)(268555935-268556244),1758,42.2071,0.9424
3642,HVU_circ01610_MLOC_63502|Chr6(+):(268555123-268556244)(268555123-268556244),2244,43.5829,0.9102
3643,HVU_circ01610_MLOC_63502|Chr6(+):(268555508-268556210)(268555508-268556210),1406,45.5192,0.8286
3644,HVU_circ01610_MLOC_63502|Chr6(+):(268555125-268555593)(268555125-268555593)(268555775-268555846)(268555935-268556210),1286,44.168,1.0655
3645,HVU_circ01611_MLOC_63502|Chr6(+):(268555121-268556210)(268555121-268556210)(268556330-268556415),2266,43.7335,0.9508
3646,HVU_circ01611_MLOC_63502|Chr6(+):(268555121-268555593)(268555121-268555593)(268555775-268556210)(268556330-268556415),1468,44.2098,1.0868
3647,HVU_circ01611_MLOC_63502|Chr6(+):(268555123-268555846)(268555123-268555846)(268555935-268556244)(268556330-268556410),1839,42.6319,0.9698
3648,HVU_circ01611_MLOC_63502|Chr6(+):(268555123-268556244)(268555123-268556244)(268556330-268556415),2330,43.9056,0.9375
3649,HVU_circ01611_MLOC_63502|Chr6(+):(268555508-268556210)(268555508-268556210)(268556330-268556417),1494,45.917,0.8743
3650,HVU_circ01611_MLOC_63502|Chr6(+):(268555125-268555593)(268555125-268555593)(268555775-268555846)(268555935-268556210)(268556330-268556417),1374,44.687,1.11
3651,HVU_circ01612_MLOC_63502|Chr6(+):(268555121-268556210)(268555121-268556210)(268556330-268556415),2266,43.7335,0.9508
3652,HVU_circ01612_MLOC_63502|Chr6(+):(268555121-268555593)(268555121-268555593)(268555775-268556210)(268556330-268556415),1468,44.2098,1.0868
3653,HVU_circ01612_MLOC_63502|Chr6(+):(268555123-268555846)(268555123-268555846)(268555935-268556244)(268556330-268556410),1839,42.6319,0.9698
3654,HVU_circ01612_MLOC_63502|Chr6(+):(268555123-268556244)(268555123-268556244)(268556330-268556415),2330,43.9056,0.9375
3655,HVU_circ01612_MLOC_63502|Chr6(+):(268555508-268556210)(268555508-268556210)(268556330-268556417),1494,45.917,0.8743
3656,HVU_circ01612_MLOC_63502|Chr6(+):(268555125-268555593)(268555125-268555593)(268555775-268555846)(268555935-268556210)(268556330-268556417),1374,44.687,1.11
3657,HVU_circ01613_MLOC_27504|Chr6(-):(269562350-269560331)(269562350-269560331),4040,51.6832,0.9698
3658,HVU_circ01613_MLOC_27504|Chr6(-):(269561891-269561260)(269561891-269561260)(269561131-269560898),1498,56.2083,1.0048
3659,HVU_circ01613_MLOC_27504|Chr6(-):(269561131-269560916)(269561131-269560916)(269561547-269561260)(269561131-269560969)(269561131-269560970)(269561547-269560970)(269561891-269561194),2321,54.804,0.8276
3660,HVU_circ01614_MLOC_73368|Chr6(+):(274715771-274716250)(274715771-274716250),960,42.9167,1.3409
3661,HVU_circ01614_MLOC_73368|Chr6(+):(274715776-274716250)(274715776-274716250),950,42.5263,1.3218
3662,HVU_circ01615_MLOC_72170|Chr6(+):(276237782-276238058)(276237782-276238058)(276238175-276238198),578,62.1107,0.4303
3663,HVU_circ01615_MLOC_72170|Chr6(+):(276237892-276238058)(276237892-276238058)(276238175-276238395),555,59.2793,0.5374
3664,HVU_circ01616_MLOC_11665|Chr6(-):(276318876-276315815)(276318876-276315815)(276315699-276315610)(276315277-276315134),6358,42.6707,1.0156
3665,HVU_circ01616_MLOC_11665|Chr6(-):(276318884-276315815)(276318884-276315815)(276315699-276315610)(276315277-276315134),6374,42.5949,1.0171
3666,HVU_circ01616_MLOC_11665|Chr6(-):(276318882-276315815)(276318882-276315815)(276315699-276315610)(276315277-276315134),6370,42.6217,1.0171
3667,HVU_circ01616_MLOC_11665|Chr6(-):(276318882-276315815)(276318882-276315815)(276315650-276315610)(276315277-276315134),6321,42.7306,1.0157
3668,HVU_circ01616_MLOC_11665|Chr6(-):(276318800-276315815)(276318800-276315815)(276315650-276315610)(276315277-276315134),6157,42.6994,1.0348
3669,HVU_circ01616_MLOC_11665|Chr6(-):(276318884-276315815)(276318884-276315815)(276315650-276315610)(276315277-276315134),6325,42.7036,1.0157
3670,HVU_circ01616_MLOC_11665|Chr6(-):(276318884-276315815)(276318884-276315815)(276315650-276315610)(276315277-276315134)(276315700-276315610)(276315277-276315134),6560,42.6067,1.0195
3671,HVU_circ01617_MLOC_53348|Chr6(+):(276952744-276955586)(276952744-276955586),5686,42.8772,1.2204
3672,HVU_circ01618_MLOC_82035|Chr6(+):(277885752-277886011)(277885752-277886011)(277886105-277886534)(277886611-277886952)(277887749-277888553)(277888675-277888713),2136,40.8708,1.1345
3673,HVU_circ01618_MLOC_82035|Chr6(+):(277885334-277886011)(277885334-277886011)(277886105-277886534)(277886611-277886952)(277887749-277888553)(277888675-277888940),3199,38.1369,1.1034
3674,HVU_circ01619_MLOC_19888|Chr6(-):(278148410-278148317)(278148410-278148317)(278147132-278146999)(278146900-278146737)(278146594-278146213)(278147264-278146999)(278146900-278146737)(278146594-278146284)(278148410-278148317)(278147132-278146999)(278146900-278146737)(278146594-278146333),2263,43.217,0.888
3675,HVU_circ01620_MLOC_67928|Chr6(-):(280895831-280892903)(280895831-280892903),5858,48.4124,1.1039
3676,HVU_circ01620_MLOC_67928|Chr6(-):(280894827-280894476)(280894827-280894476),704,55.1136,2.0794
3677,HVU_circ01620_MLOC_67928|Chr6(-):(280895375-280894477)(280895375-280894477),1798,59.9555,1.7641
3678,HVU_circ01621_MLOC_4370|Chr6(-):(281665089-281664955)(281665089-281664955)(281664707-281664518)(281664395-281663600),1256,47.4522,1.0767
3679,HVU_circ01622_MLOC_62722|Chr6(-):(293250609-293247833)(293250609-293247833),5554,39.4671,1.2052
3680,HVU_circ01622_MLOC_62722|Chr6(-):(293250609-293247843)(293250609-293247843),5534,39.4651,1.2016
3681,HVU_circ01622_MLOC_62722|Chr6(-):(293250609-293248098)(293250609-293248098),5024,40.1274,1.1818
3682,HVU_circ01623_MLOC_56715|Chr6(-):(293314139-293313848)(293314139-293313848)(293313702-293313616)(293313537-293313431)(293312643-293312529),893,42.3292,0.9385
3683,HVU_circ01624_MLOC_13139|Chr6(-):(299631178-299629024)(299631178-299629024),4310,47.1462,0.8574
3684,HVU_circ01625_MLOC_68712|Chr6(-):(308455564-308454875)(308455564-308454875),1380,42.1739,1.0208
3685,HVU_circ01625_MLOC_68712|Chr6(-):(308458541-308454985)(308458541-308454985),7114,42.6202,0.9436
3686,HVU_circ01625_MLOC_68712|Chr6(-):(308455370-308455118)(308455370-308455118),506,39.5257,1.0833
3687,HVU_circ01625_MLOC_68712|Chr6(-):(308455370-308455147)(308455370-308455147),448,41.0714,1.0909
3688,HVU_circ01625_MLOC_68712|Chr6(-):(308455370-308455163)(308455370-308455163),416,41.3462,1.0976
3689,HVU_circ01625_MLOC_68712|Chr6(-):(308455370-308455169)(308455370-308455169),404,41.5842,1.1
3690,HVU_circ01625_MLOC_68712|Chr6(-):(308455370-308455180)(308455370-308455180),382,40.8377,1.0526
3691,HVU_circ01625_MLOC_68712|Chr6(-):(308455370-308455210)(308455370-308455210),322,40.3727,1.0312
3692,HVU_circ01625_MLOC_68712|Chr6(-):(308455370-308455210)(308455370-308455210)(308455370-308455362),331,41.0876,1.0
3693,HVU_circ01626_MLOC_68712|Chr6(-):(308455564-308454875)(308455564-308454875),1380,42.1739,1.0208
3694,HVU_circ01626_MLOC_68712|Chr6(-):(308458541-308454985)(308458541-308454985),7114,42.6202,0.9436
3695,HVU_circ01626_MLOC_68712|Chr6(-):(308455370-308455118)(308455370-308455118),506,39.5257,1.0833
3696,HVU_circ01626_MLOC_68712|Chr6(-):(308455370-308455147)(308455370-308455147),448,41.0714,1.0909
3697,HVU_circ01626_MLOC_68712|Chr6(-):(308455370-308455163)(308455370-308455163),416,41.3462,1.0976
3698,HVU_circ01626_MLOC_68712|Chr6(-):(308455370-308455169)(308455370-308455169),404,41.5842,1.1
3699,HVU_circ01626_MLOC_68712|Chr6(-):(308455370-308455180)(308455370-308455180),382,40.8377,1.0526
3700,HVU_circ01626_MLOC_68712|Chr6(-):(308455370-308455210)(308455370-308455210),322,40.3727,1.0312
3701,HVU_circ01626_MLOC_68712|Chr6(-):(308455370-308455210)(308455370-308455210)(308455370-308455362),331,41.0876,1.0
3702,HVU_circ01627_MLOC_12729|Chr6(-):(311522570-311522313)(311522570-311522313)(311521888-311521714)(311521596-311521535)(311521448-311521285)(311521171-311521074),1015,44.1379,1.3455
3703,HVU_circ01627_MLOC_12729|Chr6(-):(311522570-311522313)(311522570-311522313)(311521888-311521714)(311521596-311521535)(311521420-311521285)(311521171-311521074),987,43.6677,1.3812
3704,HVU_circ01628_MLOC_69258|Chr6(+):(331620266-331620759)(331620266-331620759)(331620840-331620983)(331621514-331621789)(331621989-331622606)(331622830-331623052),2249,39.2619,1.1749
3705,HVU_circ01628_MLOC_69258|Chr6(+):(331620437-331620759)(331620437-331620759)(331620840-331620983)(331621514-331621789)(331621989-331622606)(331622830-331623048),1903,40.4624,1.2
3706,HVU_circ01629_MLOC_69258|Chr6(+):(331621989-331622606)(331621989-331622606)(331622830-331623052),1459,40.8499,1.1752
3707,HVU_circ01629_MLOC_69258|Chr6(+):(331621989-331622606)(331621989-331622606)(331622830-331623048),1455,40.8935,1.1715
3708,HVU_circ01630_MLOC_40425|Chr6(+):(332193678-332195801)(332193678-332195801),4248,51.0829,1.0167
3709,HVU_circ01631_MLOC_14884|Chr6(-):(363745621-363745148)(363745621-363745148)(363745045-363744289),1705,57.1848,1.1667
3710,HVU_circ01632_MLOC_14884|Chr6(-):(363745621-363745148)(363745621-363745148)(363745045-363744289),1705,57.1848,1.1667
3711,HVU_circ01633_MLOC_55679|Chr6(+):(375000328-375000521)(375000328-375000521)(375000616-375000699)(375001139-375001258)(375001350-375001536)(375001631-375001791)(375001884-375001955)(375002099-375002175)(375002382-375002576)(375002677-375002749)(375002824-375002910),1444,40.928,1.3927
3712,HVU_circ01633_MLOC_55679|Chr6(+):(375000328-375000521)(375000328-375000521)(375000616-375000699)(375001139-375001258)(375001350-375001536)(375001631-375001791)(375001884-375001934)(375002099-375002175)(375002382-375002576)(375002677-375002749)(375002824-375002910),1423,40.759,1.3868
