,Seq Name,Width,GC Content,GC Ratio
322,GMA_circ00248_GLYMA09G02705|Chr9(-):(1834780-1834302)(1834780-1834302)(1835027-1834780)(1834430-1833975)(1835027-1834430),2260,39.1593,1.418
323,GMA_circ00249_GLYMA09G02705|Chr9(-):(1834780-1834302)(1834780-1834302)(1835093-1834780)(1834430-1833975)(1835093-1834430),2392,39.5903,1.4534
324,GMA_circ00250_GLYMA09G02705|Chr9(-):(1834780-1834302)(1834780-1834302)(1835159-1834780)(1834430-1833975)(1835159-1834430),2524,40.0555,1.4779
325,GMA_circ00251_GLYMA09G02705|Chr9(-):(1834780-1834302)(1834780-1834302)(1835225-1834780)(1834430-1833975)(1835225-1834430),2656,40.2485,1.4977
326,GMA_circ00252_GLYMA09G04920|Chr9(-):(3695800-3692990)(3695800-3692990)(3695891-3695800)(3695265-3695146)(3695051-3694920)(3694817-3694695)(3694538-3694428)(3694347-3694201)(3694131-3694006)(3693456-3693340)(3693236-3692685)(3695891-3693236),9798,35.5991,1.0886
327,GMA_circ00253_GLYMA09G04950|Chr9(+):(3731369-3731497)(3731369-3731497)(3731497-3732014)(3731609-3731766)(3731385-3731909)(3731909-3732014),1565,40.1278,1.4341
328,GMA_circ00254_GLYMA09G07141|Chr9(-):(6011945-6011241)(6011945-6011241)(6012205-6011945)(6011853-6011725)(6011613-6011488)(6011366-6011241)(6012205-6011366),2892,41.7358,0.7096
329,GMA_circ00255_GLYMA09G07141|Chr9(-):(6012205-6011945)(6012205-6011945),522,47.5096,0.3933
330,GMA_circ00256_GLYMA09G08830|Chr9(+):(8248825-8249184)(8248825-8249184),720,45.0,2.1765
331,GMA_circ00257_GLYMA09G10560|Chr9(-):(10660159-10659901)(10660159-10659901),518,46.7181,1.3725
332,GMA_circ00258_GLYMA09G25090|Chr9(+):(31175723-31175944)(31175723-31175944)(31175944-31179196)(31176185-31176376)(31176451-31176561)(31176699-31176777)(31177562-31177662)(31177825-31178006)(31178501-31178631)(31175723-31179052)(31179052-31179196),7968,34.8394,1.246
333,GMA_circ00259_GLYMA09G28200|Chr9(-):(35214413-35212879)(35214413-35212879)(35214442-35214413)(35214316-35214196)(35213769-35213635)(35213084-35212555)(35214442-35213084),5245,34.8904,1.0311
334,GMA_circ00260_GLYMA09G28570|Chr9(+):(35494776-35494911)(35494776-35494911),272,42.6471,8.6667
335,GMA_circ00261_GLYMA09G29371|Chr9(-):(36265247-36265102)(36265247-36265102),292,52.7397,1.5667
336,GMA_circ00262_GLYMA09G31620|Chr9(+):(38298733-38299059)(38298733-38299059),654,57.4924,4.697
337,GMA_circ00263_GLYMA09G31620|Chr9(+):(38298811-38298950)(38298811-38298950),280,53.5714,6.5
338,GMA_circ00264_GLYMA09G31620|Chr9(+):(38298847-38298950)(38298847-38298950),208,51.9231,6.7143
339,GMA_circ00265_GLYMA09G32120|Chr9(-):(38683864-38683769)(38683864-38683769),192,46.875,5.4286
340,GMA_circ00266_GLYMA09G32120|Chr9(-):(38683963-38683781)(38683963-38683781),366,48.0874,7.0
341,GMA_circ00267_GLYMA09G32120|Chr9(-):(38683909-38683784)(38683909-38683784),252,45.2381,6.125
342,GMA_circ00268_GLYMA09G32120|Chr9(-):(38684005-38683784)(38684005-38683784),444,50.0,8.25
343,GMA_circ00269_GLYMA09G32120|Chr9(-):(38684062-38683790)(38684062-38683790),546,50.9158,8.9286
344,GMA_circ00270_GLYMA09G32120|Chr9(-):(38683909-38683793)(38683909-38683793),234,44.4444,5.5
345,GMA_circ00271_GLYMA09G32120|Chr9(-):(38684005-38683793)(38684005-38683793),426,49.7653,7.8333
346,GMA_circ00272_GLYMA09G32120|Chr9(-):(38684026-38683793)(38684026-38683793),468,49.5726,7.9231
347,GMA_circ00273_GLYMA09G32120|Chr9(-):(38684062-38683793)(38684062-38683793),540,50.7407,8.7857
348,GMA_circ00274_GLYMA09G32120|Chr9(-):(38683909-38683802)(38683909-38683802),216,44.4444,5.8571
349,GMA_circ00275_GLYMA09G32120|Chr9(-):(38684005-38683802)(38684005-38683802),408,50.0,8.2727
350,GMA_circ00276_GLYMA09G32120|Chr9(-):(38684029-38683802)(38684029-38683802),456,50.0,8.5
351,GMA_circ00277_GLYMA09G32120|Chr9(-):(38684047-38683802)(38684047-38683802),492,50.813,8.6154
352,GMA_circ00278_GLYMA09G32120|Chr9(-):(38684062-38683802)(38684062-38683802),522,50.9579,9.2308
353,GMA_circ00279_GLYMA09G32120|Chr9(-):(38683891-38683808)(38683891-38683808),168,41.6667,4.0
354,GMA_circ00280_GLYMA09G32120|Chr9(-):(38683978-38683811)(38683978-38683811),336,48.2143,7.1
355,GMA_circ00281_GLYMA09G32120|Chr9(-):(38683909-38683814)(38683909-38683814),192,42.7083,4.8571
356,GMA_circ00282_GLYMA09G32120|Chr9(-):(38683921-38683814)(38683921-38683814),216,43.5185,4.875
357,GMA_circ00283_GLYMA09G32120|Chr9(-):(38683978-38683814)(38683978-38683814),330,47.8788,6.9
358,GMA_circ00284_GLYMA09G32120|Chr9(-):(38683981-38683814)(38683981-38683814),336,48.2143,7.1
359,GMA_circ00285_GLYMA09G32120|Chr9(-):(38684026-38683814)(38684026-38683814),426,49.2958,7.75
360,GMA_circ00286_GLYMA09G32120|Chr9(-):(38684044-38683907)(38684044-38683907),276,55.7971,11.8333
361,GMA_circ00287_GLYMA09G32120|Chr9(-):(38683954-38683910)(38683954-38683910),90,53.3333,11.0
362,GMA_circ00288_GLYMA09G32120|Chr9(-):(38683978-38683910)(38683978-38683910),138,55.0725,11.6667
363,GMA_circ00289_GLYMA09G32120|Chr9(-):(38684005-38683910)(38684005-38683910),192,56.25,12.5
364,GMA_circ00290_GLYMA09G32120|Chr9(-):(38684047-38683910)(38684047-38683910),276,55.7971,11.8333
365,GMA_circ00291_GLYMA09G32120|Chr9(-):(38684119-38683910)(38684119-38683910),420,57.1429,8.2308
366,GMA_circ00292_GLYMA09G32120|Chr9(-):(38684138-38683910)(38684138-38683910),458,56.3319,6.5882
367,GMA_circ00293_GLYMA09G32120|Chr9(-):(38683981-38683916)(38683981-38683916),132,56.0606,17.5
368,GMA_circ00294_GLYMA09G32120|Chr9(-):(38684144-38683916)(38684144-38683916),458,56.3319,7.0625
369,GMA_circ00295_GLYMA09G32120|Chr9(-):(38684026-38683919)(38684026-38683919),216,54.6296,13.75
370,GMA_circ00296_GLYMA09G32120|Chr9(-):(38684062-38683955)(38684062-38683955),216,56.4815,14.25
371,GMA_circ00297_GLYMA09G32120|Chr9(-):(38684162-38683955)(38684162-38683955),416,54.3269,6.0625
372,GMA_circ00298_GLYMA09G32120|Chr9(-):(38684044-38683979)(38684044-38683979),132,56.0606,11.3333
373,GMA_circ00299_GLYMA09G32120|Chr9(-):(38684044-38684003)(38684044-38684003),84,54.7619,10.5
374,GMA_circ00300_GLYMA09G32600|Chr9(-):(39101892-39100986)(39101892-39100986)(39102109-39101892)(39101496-39100482)(39102109-39101496),3661,39.634,1.3105
375,GMA_circ00301_GLYMA09G34220|Chr9(-):(40664797-40664641)(40664797-40664641),314,60.5096,6.3077
376,GMA_circ00302_GLYMA09G38340|Chr9(-):(43723346-43721057)(43723346-43721057)(43723402-43723346)(43723259-43723207)(43722583-43722486)(43722202-43722103)(43721295-43720823)(43723402-43721295),7469,34.0072,1.1635
377,GMA_circ00302_GLYMA09G38340|Chr9(-):(43723259-43723207)(43723259-43723207)(43722583-43722486)(43722202-43722103)(43721295-43720823)(43723402-43721295),2885,34.3501,1.1876
378,GMA_circ00302_GLYMA09G38340|Chr9(-):(43723346-43721057)(43723346-43721057)(43723402-43723346)(43723249-43723207)(43722583-43722486)(43722202-43722103)(43721295-43720823)(43723402-43721295),7459,33.9724,1.1603
379,GMA_circ00303_GLYMA09G38410|Chr9(+):(43780111-43780278)(43780111-43780278)(43780278-43782369)(43780867-43780974)(43781456-43781648)(43780141-43782169)(43782169-43782369),4959,33.4745,1.2372
380,GMA_circ00304_GLYMA09G40980|Chr9(-):(45758749-45758369)(45758749-45758369),762,44.8819,1.1375
381,GMA_circ00305_GLYMA09G41050|Chr9(+):(45810286-45810737)(45810286-45810737)(45810737-45811713)(45811186-45811290)(45810390-45811679)(45811679-45811713),3311,35.0951,1.0315
382,GMA_circ00575_GLYMA20G01120|Chr20(-):(774704-774416)(774704-774416),578,47.4048,1.6863
383,GMA_circ00576_GLYMA20G01350|Chr20(-):(904390-902987)(904390-902987),2808,40.7407,2.3256
384,GMA_circ00577_GLYMA20G05530|Chr20(+):(6503372-6503881)(6503372-6503881),1020,45.8824,1.4632
385,GMA_circ00578_GLYMA20G24820|Chr20(+):(34464357-34464782)(34464357-34464782),852,43.1925,2.1724
386,GMA_circ00579_GLYMA20G30130|Chr20(-):(38848390-38848172)(38848390-38848172),438,52.0548,6.125
387,GMA_circ00580_GLYMA20G30590|Chr20(-):(39283179-39283023)(39283179-39283023),314,43.3121,3.8571
388,GMA_circ00581_GLYMA20G30590|Chr20(-):(39283517-39283023)(39283517-39283023),990,46.6667,3.2
389,GMA_circ00582_GLYMA20G30590|Chr20(-):(39283348-39283089)(39283348-39283089),520,45.3846,2.6875
390,GMA_circ00583_GLYMA20G30590|Chr20(-):(39283616-39283089)(39283616-39283089),1056,45.4545,3.2857
391,GMA_circ00584_GLYMA20G30590|Chr20(-):(39283575-39283156)(39283575-39283156),840,46.6667,3.3556
392,GMA_circ00585_GLYMA20G32005|Chr20(-):(40622954-40621422)(40622954-40621422)(40623199-40622954)(40621914-40621774)(40621653-40621191)(40623199-40621653),5463,36.5916,1.1705
393,GMA_circ00586_GLYMA20G34581|Chr20(+):(42957170-42957567)(42957170-42957567),796,52.0101,2.6316
394,GMA_circ00587_GLYMA20G34581|Chr20(+):(42957305-42957570)(42957305-42957570),532,53.7594,2.4048
395,GMA_circ00588_GLYMA20G34581|Chr20(+):(42957335-42957402)(42957335-42957402),136,60.2941,1.9286
396,GMA_circ00589_GLYMA20G34880|Chr20(+):(43205506-43206167)(43205506-43206167)(43206167-43208804)(43206245-43206310)(43206115-43208612)(43208612-43208804),6719,37.967,1.0606
397,GMA_circ00590_GLYMA20G36285|Chr20(-):(44450349-44450223)(44450349-44450223)(44450833-44450349)(44450311-44450159)(44450833-44450311),1415,48.4099,0.7932
398,GMA_circ00591_GLYMA20G36285|Chr20(-):(44450349-44450228)(44450349-44450228)(44450833-44450349)(44450311-44450159)(44450833-44450311),1405,48.3274,0.7775
399,GMA_circ00592_GLYMA20G37042|Chr20(-):(45009931-45009782)(45009931-45009782),300,53.3333,6.2727
400,GMA_circ00593_GLYMA20G37042|Chr20(-):(45010078-45009782)(45010078-45009782),594,55.2189,5.56
401,GMA_circ00594_GLYMA20G37600|Chr20(+):(45450908-45451456)(45450908-45451456),1098,44.6266,2.0625
402,GMA_circ00595_GLYMA20G37600|Chr20(+):(45451448-45451639)(45451448-45451639),384,42.1875,1.3824
403,GMA_circ00596_GLYMA20G38840|Chr20(-):(46337983-46337660)(46337983-46337660),648,43.2099,4.3846
404,GMA_circ00597_GLYMA20G38840|Chr20(-):(46338394-46338063)(46338394-46338063),664,48.1928,3.1026
405,GMA_circ00598_GLYMA20G39340|Chr20(-):(46687721-46686346)(46687721-46686346)(46688010-46687721)(46687647-46687593)(46687506-46687421)(46686384-46685758)(46688010-46686384),5437,37.3736,1.1873
406,GMA_circ00155_GLYMA07G00230|Chr7(+):(40602-41090)(40602-41090)(41090-45140)(41308-43088)(44483-44779)(40602-44862)(44862-45140),11647,38.4734,0.9449
407,GMA_circ00156_GLYMA07G00230|Chr7(+):(41308-43088)(41308-43088)(43088-45140)(44483-44779)(41308-44862)(44862-45140),9746,37.9027,0.934
408,GMA_circ00157_GLYMA07G00330|Chr7(+):(127805-128354)(127805-128354)(128354-132077)(128431-128616)(131267-131356)(131536-131733)(131822-131906)(128122-132017)(132017-132077),9340,27.5161,1.0157
409,GMA_circ00158_GLYMA07G00900|Chr7(+):(500093-500379)(500093-500379)(500379-505320),5516,35.1523,1.0782
410,GMA_circ00159_GLYMA07G00900|Chr7(+):(506307-506541)(506307-506541)(506848-507168)(507269-507354)(502190-507485)(507485-507592),6281,35.9338,1.084
411,GMA_circ00160_GLYMA07G01151|Chr7(+):(698417-698478)(698417-698478)(698478-699043)(698417-698692)(698692-699043),1318,40.7436,0.6523
412,GMA_circ00161_GLYMA07G01220|Chr7(-):(738714-738518)(738714-738518)(738808-738714)(738595-737027)(738808-738595),2272,37.7641,1.252
413,GMA_circ00162_GLYMA07G01730|Chr7(+):(1142813-1143297)(1142813-1143297)(1143297-1144314)(1143625-1143834)(1142896-1144015)(1144015-1144314),3618,39.5799,1.0341
414,GMA_circ00163_GLYMA07G01730|Chr7(+):(1142923-1143297)(1142923-1143297),750,44.0,0.988
415,GMA_circ00162_GLYMA07G01730|Chr7(+):(1142813-1143297)(1142813-1143297)(1143297-1144314)(1143625-1143838)(1142896-1144015)(1144015-1144314),3622,39.5914,1.034
416,GMA_circ00164_GLYMA07G02610|Chr7(-):(1763064-1761957)(1763064-1761957)(1763402-1763064)(1762392-1762202)(1762056-1761799)(1763402-1762056),4351,39.3932,1.1724
417,GMA_circ00165_GLYMA07G06165|Chr7(-):(4878503-4877177)(4878503-4877177)(4878639-4878503)(4878162-4878070)(4877973-4877872)(4877751-4877647)(4877225-4877092)(4878639-4877225),4640,37.1336,1.1115
418,GMA_circ00166_GLYMA07G09700|Chr7(+):(8109739-8109928)(8109739-8109928),380,53.6842,9.2
419,GMA_circ00167_GLYMA07G09700|Chr7(+):(8109742-8109931)(8109742-8109931),380,54.2105,9.3
420,GMA_circ00168_GLYMA07G09700|Chr7(+):(8109785-8110012)(8109785-8110012),456,52.193,12.2222
421,GMA_circ00169_GLYMA07G09700|Chr7(+):(8109785-8110042)(8109785-8110042),516,51.938,12.4
422,GMA_circ00170_GLYMA07G09700|Chr7(+):(8109794-8109913)(8109794-8109913),240,56.6667,16.0
423,GMA_circ00171_GLYMA07G09700|Chr7(+):(8109806-8110012)(8109806-8110012),414,52.1739,11.0
424,GMA_circ00172_GLYMA07G09700|Chr7(+):(8109806-8110033)(8109806-8110033),456,52.193,10.9
425,GMA_circ00173_GLYMA07G09700|Chr7(+):(8109821-8109862)(8109821-8109862),84,54.7619,10.5
426,GMA_circ00174_GLYMA07G09700|Chr7(+):(8109821-8109928)(8109821-8109928),216,56.4815,11.2
427,GMA_circ00175_GLYMA07G09700|Chr7(+):(8109824-8109931)(8109824-8109931),216,56.4815,11.2
428,GMA_circ00176_GLYMA07G09700|Chr7(+):(8109848-8110012)(8109848-8110012),330,50.303,10.8571
429,GMA_circ00177_GLYMA07G09700|Chr7(+):(8109863-8110021)(8109863-8110021),318,51.5723,10.7143
430,GMA_circ00178_GLYMA07G09700|Chr7(+):(8109914-8110012)(8109914-8110012),198,47.4747,8.4
431,GMA_circ00179_GLYMA07G09700|Chr7(+):(8109914-8110033)(8109914-8110033),240,48.3333,8.6667
432,GMA_circ00180_GLYMA07G09700|Chr7(+):(8109929-8110039)(8109929-8110039),222,46.8468,9.4
433,GMA_circ00181_GLYMA07G10270|Chr7(-):(8575450-8575127)(8575450-8575127),648,59.8765,3.85
434,GMA_circ00182_GLYMA07G11201|Chr7(+):(9417336-9418360)(9417336-9418360)(9418360-9418506),2197,39.3264,1.0234
435,GMA_circ00183_GLYMA07G11310|Chr7(+):(9501534-9501786)(9501534-9501786)(9501786-9503281)(9501878-9501993)(9502306-9502523)(9502621-9502652)(9502742-9502844)(9501581-9502937)(9502937-9503281),4173,36.185,1.198
436,GMA_circ00184_GLYMA07G12515|Chr7(+):(10849288-10849379)(10849288-10849379)(10849379-10853413)(10849486-10849569)(10849957-10850031)(10851077-10851124)(10851456-10851551)(10849288-10853184)(10853184-10853413),8649,33.5761,1.0279
437,GMA_circ00185_GLYMA07G13880|Chr7(-):(13074942-13074741)(13074942-13074741),404,48.0198,2.5926
438,GMA_circ00186_GLYMA07G13900|Chr7(-):(13115474-13113269)(13115474-13113269)(13115549-13115474)(13115395-13115330)(13115196-13115064)(13114767-13114612)(13114517-13114461)(13113341-13112748)(13115549-13113341),7703,34.7008,1.3571
439,GMA_circ00187_GLYMA07G13900|Chr7(-):(13115474-13113269)(13115474-13113269)(13115756-13115474)(13115395-13115330)(13115196-13115064)(13114767-13114612)(13114517-13114461)(13113341-13112748)(13115756-13113341),8117,35.8384,1.4002
440,GMA_circ00188_GLYMA07G14770|Chr7(+):(14590830-14590967)(14590830-14590967)(14590967-14594825)(14591120-14591242)(14591333-14591586)(14592375-14592478)(14593374-14593468)(14593548-14593787)(14590830-14594637)(14594637-14594825),8948,33.8958,1.1758
441,GMA_circ00189_GLYMA07G14995|Chr7(-):(14858588-14842777)(14858588-14842777)(14858665-14858588)(14858520-14858381)(14858276-14858186)(14856745-14856618)(14856518-14856389)(14856305-14856175)(14854458-14854333)(14854252-14854197)(14842847-14842777)(14858665-14842847),48394,39.5628,1.1994
442,GMA_circ00190_GLYMA07G18130|Chr7(+):(17872088-17872335)(17872088-17872335),496,48.3871,2.3333
443,GMA_circ00191_GLYMA07G19850|Chr7(-):(20192579-20192199)(20192579-20192199),762,44.6194,2.3333
444,GMA_circ00192_GLYMA07G26030|Chr7(-):(28544125-28538549)(28544125-28538549)(28544190-28544125)(28542512-28542397)(28542279-28542159)(28541079-28540918)(28540736-28540608)(28539655-28539587)(28538837-28538235)(28544190-28538837),17774,32.5082,1.0739
445,GMA_circ00193_GLYMA07G30025|Chr7(-):(35100518-35100251)(35100518-35100251),536,53.7313,3.5
446,GMA_circ00194_GLYMA07G30180|Chr7(+):(35235772-35235888)(35235772-35235888),234,41.0256,3.3636
447,GMA_circ00195_GLYMA07G30430|Chr7(-):(35439715-35438360)(35439715-35438360)(35439752-35439715)(35439633-35439550)(35438721-35438686)(35438566-35438477)(35438399-35438305)(35439752-35438399),4409,35.9038,1.0558
448,GMA_circ00196_GLYMA07G30430|Chr7(-):(35441389-35438360)(35441389-35438360)(35441453-35441389)(35441062-35440847)(35440387-35440073)(35439804-35439715)(35439633-35439550)(35438721-35438686)(35438566-35438477)(35438399-35438305)(35441453-35438399),10106,37.5717,1.2348
449,GMA_circ00195_GLYMA07G30430|Chr7(-):(35439715-35438360)(35439715-35438360)(35439752-35439715)(35439633-35439550)(35438721-35438686)(35438566-35438477)(35438369-35438305)(35439752-35438369),4409,35.9038,1.0558
450,GMA_circ00196_GLYMA07G30430|Chr7(-):(35441389-35438360)(35441389-35438360)(35441453-35441389)(35441062-35440847)(35440387-35440073)(35439804-35439715)(35439633-35439550)(35438721-35438686)(35438566-35438477)(35438369-35438305)(35441453-35438369),10106,37.5717,1.2348
451,GMA_circ00197_GLYMA07G30900|Chr7(-):(35866710-35866392)(35866710-35866392),638,43.5737,3.3438
452,GMA_circ00198_GLYMA07G35310|Chr7(-):(40444758-40444193)(40444758-40444193),1132,45.053,1.3611
453,GMA_circ00199_GLYMA07G35310|Chr7(-):(40444604-40444421)(40444604-40444421),368,50.0,1.5556
454,GMA_circ00200_GLYMA07G36065|Chr7(-):(41457084-41453423)(41457084-41453423)(41457359-41457084)(41456913-41456242)(41455973-41455767)(41454385-41454282)(41453941-41453646)(41453507-41453423)(41457359-41453507),12817,35.4295,1.0382
455,GMA_circ00201_GLYMA07G36280|Chr7(-):(41637814-41636892)(41637814-41636892)(41637855-41637814)(41637418-41636506)(41637855-41637418),3239,36.8632,1.3006
456,GMA_circ00202_GLYMA07G38940|Chr7(+):(43562022-43562108)(43562022-43562108),174,48.2759,1.1
457,GMA_circ00203_GLYMA07G39960|Chr7(-):(44301534-44300571)(44301534-44300571)(44302237-44301534)(44301452-44300243)(44302237-44301452),4628,47.299,1.0729
458,GMA_circ00405_GLYMA13G00430|Chr13(-):(183203-181824)(183203-181824)(183465-183203)(182367-182303)(181867-181824)(183465-181867),4731,33.7984,1.1667
459,GMA_circ00406_GLYMA13G02740|Chr13(-):(2712275-2708975)(2712275-2708975)(2712459-2712275)(2709158-2708831)(2712459-2709158),10417,27.4839,1.1494
460,GMA_circ00407_GLYMA13G04580|Chr13(+):(4905470-4905625)(4905470-4905625),312,50.641,1.3235
461,GMA_circ00408_GLYMA13G04580|Chr13(+):(4905496-4905662)(4905496-4905662),334,47.3054,1.3235
462,GMA_circ00409_GLYMA13G07503|Chr13(+):(7672369-7672603)(7672369-7672603),470,54.8936,3.6071
463,GMA_circ00410_GLYMA13G07610|Chr13(+):(7807103-7807245)(7807103-7807245),286,55.2448,0.7556
464,GMA_circ00411_GLYMA13G12000|Chr13(+):(15167332-15167550)(15167332-15167550)(15167550-15182708)(15167723-15167824)(15167968-15168108)(15168172-15168282)(15168368-15169070)(15169149-15169544)(15169783-15169915)(15170266-15170361)(15170501-15170564)(15170638-15170759)(15170830-15170933)(15171166-15171227)(15172876-15172928)(15173004-15173115)(15173399-15173741)(15173841-15174275)(15174362-15174458)(15174715-15175093)(15175349-15175450)(15175594-15175734)(15175798-15175908)(15175994-15176696)(15176775-15177170)(15177409-15177541)(15177892-15177987)(15178127-15178190)(15178264-15178385)(15178456-15178559)(15178792-15178853)(15180502-15180554)(15180630-15180741)(15181025-15181367)(15181467-15181901)(15181988-15182084)(15167458-15182341)(15182341-15182708),37376,54.0802,0.8611
465,GMA_circ00412_GLYMA13G17870|Chr13(-):(21562092-21562000)(21562092-21562000),186,43.0108,4.7143
466,GMA_circ00413_GLYMA13G19170|Chr13(-):(22745364-22745102)(22745364-22745102),526,51.711,0.7436
467,GMA_circ00414_GLYMA13G19200|Chr13(+):(22766225-22766486)(22766225-22766486),524,48.0916,2.4054
468,GMA_circ00415_GLYMA13G20700|Chr13(-):(24184762-24181102)(24184762-24181102)(24184913-24184762)(24184469-24184345)(24184230-24184030)(24183924-24183636)(24183563-24183333)(24182883-24182743)(24182550-24182350)(24181576-24180892)(24184913-24181576),12685,36.555,1.2176
469,GMA_circ00416_GLYMA13G20700|Chr13(-):(24183636-24182504)(24183636-24182504)(24183829-24183636)(24183563-24183333)(24182883-24182743)(24182550-24182350)(24183829-24182550),4313,37.7232,1.3376
470,GMA_circ00417_GLYMA13G20700|Chr13(-):(24184762-24183333)(24184762-24183333)(24184913-24184762)(24184469-24184345)(24184230-24184030)(24183924-24183636)(24183563-24183333)(24184913-24183563),5209,37.8192,1.0436
471,GMA_circ00418_GLYMA13G22070|Chr13(+):(25652660-25653434)(25652660-25653434)(25653434-25653438),1555,41.5434,1.4846
472,GMA_circ00419_GLYMA13G22890|Chr13(-):(26380588-26380188)(26380588-26380188),802,46.6334,2.2807
473,GMA_circ00420_GLYMA13G24420|Chr13(+):(27830887-27831156)(27830887-27831156)(27831156-27833838)(27831271-27831410)(27832718-27832795)(27832909-27833210)(27831002-27833717)(27833717-27833838),6581,36.4534,1.2111
474,GMA_circ00420_GLYMA13G24420|Chr13(+):(27830656-27831156)(27830656-27831156)(27831156-27833838)(27831271-27831410)(27832718-27832795)(27832909-27833210)(27831002-27833717)(27833717-27833838),7043,36.1068,1.2017
475,GMA_circ00421_GLYMA13G24660|Chr13(+):(27996147-27996467)(27996147-27996467),642,49.5327,3.5429
476,GMA_circ00422_GLYMA13G26141|Chr13(-):(29332009-29331938)(29332009-29331938),144,43.0556,1.5833
477,GMA_circ00423_GLYMA13G27480|Chr13(-):(30668646-30667703)(30668646-30667703)(30668962-30668646)(30667917-30667703)(30668962-30667917),3466,36.4397,1.4382
478,GMA_circ00424_GLYMA13G28180|Chr13(+):(31245878-31246198)(31245878-31246198)(31246198-31249826)(31247772-31248041)(31248173-31248212)(31248325-31248428)(31248515-31248563)(31248662-31248768)(31249364-31249451)(31249556-31249684)(31246111-31249765)(31249765-31249826),8775,34.9174,1.0717
479,GMA_circ00424_GLYMA13G28180|Chr13(+):(31246107-31246198)(31246107-31246198)(31246198-31249826)(31247785-31248041)(31248173-31248212)(31248325-31248428)(31248515-31248563)(31248662-31248768)(31249364-31249451)(31249556-31249684)(31246111-31249765)(31249765-31249826),8304,34.8507,1.0865
480,GMA_circ00425_GLYMA13G28330|Chr13(+):(31376816-31376884)(31376816-31376884),138,44.9275,1.5833
481,GMA_circ00426_GLYMA13G30560|Chr13(+):(33146453-33146612)(33146453-33146612),320,51.875,1.5938
482,GMA_circ00427_GLYMA13G30560|Chr13(+):(33146575-33146754)(33146575-33146754),360,41.1111,1.3871
483,GMA_circ00428_GLYMA13G32040|Chr13(+):(34335781-34335958)(34335781-34335958),356,43.2584,4.1333
484,GMA_circ00429_GLYMA13G32040|Chr13(+):(34336102-34336317)(34336102-34336317),432,48.6111,4.0
485,GMA_circ00430_GLYMA13G33260|Chr13(+):(35135006-35135421)(35135006-35135421)(35135421-35136585)(35135756-35135807)(35135893-35135938)(35136063-35136144)(35136243-35136387)(35135006-35136480)(35136480-35136585),3903,37.4071,1.6212
486,GMA_circ00431_GLYMA13G34290|Chr13(+):(35907176-35907265)(35907176-35907265)(35907265-35909408)(35908011-35908105)(35908455-35908515)(35909145-35909234)(35907188-35909346)(35909346-35909408),4792,26.9407,1.0492
487,GMA_circ00432_GLYMA13G34290|Chr13(+):(35907176-35907265)(35907176-35907265)(35907265-35909790)(35908011-35908105)(35908455-35908515)(35909145-35909234)(35909346-35909408)(35909515-35909606)(35907234-35909711)(35909711-35909790),5665,27.9965,0.9925
488,GMA_circ00433_GLYMA13G35430|Chr13(-):(36842340-36837707)(36842340-36837707)(36842554-36842340)(36840673-36840592)(36840447-36840409)(36840289-36840071)(36839991-36839917)(36839680-36839457)(36839371-36839156)(36839051-36838937)(36838756-36838505)(36838388-36838286)(36837815-36837707)(36842554-36837815),15657,34.7896,1.0982
489,GMA_circ00434_GLYMA13G35430|Chr13(-):(36842340-36837707)(36842340-36837707)(36842559-36842340)(36840673-36840592)(36840447-36840409)(36840289-36840071)(36839991-36839917)(36839680-36839457)(36839371-36839156)(36839051-36838937)(36838756-36838505)(36838388-36838286)(36837815-36837707)(36842559-36837815),15667,34.7929,1.0998
490,GMA_circ00435_GLYMA13G35800|Chr13(-):(37179277-37178646)(37179277-37178646),1264,47.3101,1.2148
491,GMA_circ00436_GLYMA13G37010|Chr13(+):(38210133-38210245)(38210133-38210245),226,38.9381,2.1429
492,GMA_circ00437_GLYMA13G37790|Chr13(+):(38749069-38749285)(38749069-38749285)(38749285-38749651)(38749146-38749574)(38749574-38749651),1308,37.2324,1.3081
493,GMA_circ00438_GLYMA13G38090|Chr13(+):(38997598-38997982)(38997598-38997982),770,54.2857,2.9434
494,GMA_circ00439_GLYMA13G40240|Chr13(-):(40770913-40770408)(40770913-40770408)(40771223-40770913)(40770580-40768966)(40771223-40770580),3582,40.3406,1.1927
495,GMA_circ00440_GLYMA13G42330|Chr13(-):(42340027-42336593)(42340027-42336593)(42340273-42340027)(42337483-42337203)(42337076-42336839)(42336659-42336339)(42340273-42336659),11572,29.822,1.0099
496,GMA_circ00441_GLYMA13G44720|Chr13(-):(44098812-44098129)(44098812-44098129),1368,50.8772,1.6769
497,GMA_circ00442_GLYMA13G45000|Chr13(+):(44320374-44320753)(44320374-44320753)(44320753-44320757),765,40.2614,2.5402
498,GMA_circ00442_GLYMA13G45000|Chr13(+):(44320567-44320757)(44320567-44320757),382,41.3613,2.95
499,GMA_circ00099_GLYMA05G00400|Chr5(+):(180370-180621)(180370-180621),504,49.2063,3.2759
500,GMA_circ00100_GLYMA05G00780|Chr5(+):(432914-433159)(432914-433159)(433159-434204)(433309-433431)(433552-433608)(433714-433788)(433024-433895)(433895-434204),2975,40.1008,1.0463
501,GMA_circ00101_GLYMA05G04210|Chr5(+):(3319416-3320830)(3319416-3320830)(3320830-3321494)(3320556-3321370)(3321370-3321494),4435,38.4216,1.3634
